condition,substrate,Group,treatment method ,treatment,treat No.,Cultivar,samples,fresh weight (A),dry weight(B),A-B,Vase_life,petals,petal size,L,a,b
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,4,KW,3,3.84,1.92,1.92,8,15,52.47,89.17,-0.81,3.27
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,4,KW,4,4.78,3.84,0.94,20,15,49.47,91.34,-0.8,4.42
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,4,KW,5,3.7,1.79,1.91,16,15,47.59,93.03,-0.44,3.04
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_AG,1,AG,1,2.6,1.29,1.31,5,10,48.85,80.93,-10.4,18.92
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_AG,1,AG,2,2.79,1.34,1.45,5,11,50.79,80.93,-10.4,18.92
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_AG,1,AG,3,2.45,1.04,1.41,5,10,51.35,83.37,-11.4,21.17
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_AG,1,AG,4,3,1.46,1.54,6,10,52.76,75.38,-13.14,24.48
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_AG,1,AG,5,2.72,1.35,1.37,5,11,49.71,68.15,-13.91,24.91
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_AG,1,AG,6,2.7,1.06,1.64,15,9,49.97,57.83,-9.18,17.15
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_AG,2,AG,1,3.05,1.04,2.01,5,11,50.91,82.05,-5.96,12.87
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_AG,2,AG,2,2.32,1.19,1.13,12,10,44.72,77.86,-11.17,22.13
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_AG,2,AG,3,2.5,1.61,0.89,12,10,49.02,67.01,-11.02,21.1
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_AG,2,AG,4,2.91,1.33,1.58,15,11,50.54,78.68,-5.5,12.64
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_AG,2,AG,5,2.95,0.84,2.11,7,10,52.44,58.36,-9.03,17.31
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_AG,2,AG,6,2.78,1.42,1.36,6,12,44.78,67.01,-11.02,21.1
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_AG,3,AG,1,3.26,1.38,1.88,9,10,48.97,84.23,-6.21,12.82
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_AG,3,AG,2,2.9,0.72,2.18,8,12,44.87,74.29,-8.81,17.9
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_AG,3,AG,3,3.04,1.44,1.6,15,11,49.65,86.99,-5.42,12.42
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_AG,3,AG,4,3.01,1.44,1.57,12,10,48.86,69.36,-12.57,24.82
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_AG,3,AG,5,3.43,1.61,1.82,12,10,47.34,74.5,-8.34,16.75
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_AG,3,AG,6,3.13,1.44,1.69,7,11,50.86,73.29,-9.01,18.02
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_AG,4,AG,1,2.54,1.33,1.21,6,12,47.83,85.23,-10.11,20.8
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_AG,4,AG,2,3.02,0.96,2.06,12,11,44.61,76.33,-12.48,23.81
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_AG,4,AG,3,3.36,0.41,2.95,7,11,52.91,74.58,-7.11,14.86
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_AG,4,AG,4,2.62,0.89,1.73,6,11,49.41,84.97,-9.08,20.14
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_AG,4,AG,5,3.19,1.44,1.75,8,12,51.04,85.62,-7.09,14.54
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_AG,4,AG,6,3.31,1.37,1.94,15,10,48.74,84.97,-9.08,20.14
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KP,1,CP,1,4.34,1.7,2.64,5,17,51.34,79.32,3.63,3.62
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KP,1,CP,2,4.27,1.59,2.68,6,13,52.13,50.87,3.22,6.69
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KP,1,CP,3,3.99,1.27,2.72,8,15,52.39,53.05,1.75,11.96
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KP,1,CP,4,3.23,0.94,2.29,8,11,57.14,72.21,7.16,3.66
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KP,1,CP,5,2.84,1.53,1.31,5,10,48.79,79.79,6.82,3.07
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KP,1,CP,6,3.54,1.27,2.27,5,12,55.22,79.54,3.01,2.28
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KP,2,CP,1,2.97,1.55,1.42,5,10,50.06,73.29,7.74,3.76
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KP,2,CP,2,3.25,1.23,2.02,6,11,45.67,80.98,5.38,3.99
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KP,2,CP,3,3.03,1.56,1.47,4,7,57.09,80.98,5.38,3.99
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KP,2,CP,4,3.48,0.72,2.76,5,13,50.47,63.38,6.68,3.96
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KP,2,CP,5,3.98,1.47,2.51,6,14,51.37,84.89,6.64,2.98
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KP,2,CP,6,3.64,0.69,2.95,6,12,50.85,77.07,8.18,4.56
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KP,3,CP,1,4.28,1.52,2.76,6,15,52.15,81.41,6.01,2.26
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KP,3,CP,2,4.23,0.83,3.4,6,13,54.55,82.16,8.8,1.28
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KP,3,CP,3,4.39,1.39,3,6,17,54.67,56.79,7.72,3.51
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KP,3,CP,4,3.77,1.26,2.51,14,14,48.92,72.3,5.16,6.18
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KP,3,CP,5,3.22,1.14,2.08,6,11,52.39,64.33,8.31,3.56
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KP,3,CP,6,4.32,1.02,3.3,12,13,51.05,52.01,4.78,1.98
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KP,4,CP,1,4.07,1.24,2.83,8,14,54.54,86.67,6.43,4.53
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KP,4,CP,2,3.62,0.63,2.99,10,14,48.88,78.67,3.81,2.56
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KP,4,CP,3,3.61,1.36,2.25,8,13,54.2,84.16,6.78,2.77
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KP,4,CP,4,3.49,1.38,2.11,8,10,51.03,78.89,6.22,4.1
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KP,4,CP,5,3.58,0.89,2.69,8,12,52.15,85.71,6.42,4.63
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KP,4,CP,6,3.75,1.43,2.32,12,14,53.32,83.43,7.51,2.56
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_BP,1,BP,1,2.99,1.02,1.97,9,11,46.22,83.48,4.42,-2.17
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_BP,1,BP,2,2.35,1.08,1.27,7,10,42.4,66.35,-0.45,2.38
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_BP,1,BP,3,2.84,1.29,1.55,9,15,43.1,75.51,0.28,5.52
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_BP,1,BP,4,3.01,1.1,1.91,7,11,43.85,70.26,7.7,-4.57
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_BP,1,BP,5,3.05,0.91,2.14,7,12,47.97,58.58,9.77,-7.53
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_BP,1,BP,6,2.12,0.81,1.31,12,10,43.48,89.66,-0.34,2.4
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_BP,2,BP,1,3.18,0.94,2.24,15,10,46.68,84.5,1.32,0.76
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_BP,2,BP,2,3.19,0.45,2.74,15,14,41.46,34.34,30.06,-23.55
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_BP,2,BP,3,3.14,0.91,2.23,15,12,41.95,52.37,10.97,-7.6
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_BP,2,BP,4,2.49,0.9,1.59,15,10,42.66,52.99,18.68,-14.33
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_BP,2,BP,5,2.45,0.85,1.6,14,12,39.08,70.29,8.9,-7.02
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_BP,2,BP,6,2.25,1.15,1.1,15,10,41.04,46.21,23.26,-19.2
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_BP,3,BP,1,2.58,1.03,1.55,13,11,46.04,52.17,22.03,-17.08
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_BP,3,BP,2,3.47,1.32,2.15,16,10,45.31,28.9,34.85,-26.06
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_BP,3,BP,3,2.66,1.02,1.64,12,10,46.69,55.88,17.67,-14.36
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_BP,3,BP,4,2.09,0.76,1.33,10,10,41.39,81.44,1.87,-0.16
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_BP,3,BP,5,2.3,0.73,1.57,13,10,42.16,81.44,1.87,-0.16
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_BP,3,BP,6,3.45,1.15,2.3,16,10,43.26,71.4,5.08,-2.35
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_BP,4,BP,1,2.18,1.29,0.89,10,11,39.42,82.47,0.93,1.22
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_BP,4,BP,2,2.8,0.93,1.87,15,10,45.52,80.69,1.63,0.71
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_BP,4,BP,3,3.26,1.27,1.99,15,10,47,81.18,-0.15,1.77
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_BP,4,BP,4,2,0.98,1.02,10,10,42.94,42.73,28.48,-22.76
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_BP,4,BP,5,2.12,0.96,1.16,10,12,37.82,41.31,18.67,-14.55
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_BP,4,BP,6,2.69,1.01,1.68,15,10,42.35,57.2,21.13,-19.37
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KW,1,KW,1,3.67,1.42,2.25,8,10,48.66,87.88,-0.75,2.25
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KW,1,KW,2,3.92,1.52,2.4,5,15,51.56,91.79,-0.49,3.34
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KW,1,KW,3,3.57,0.66,2.91,8,11,52.01,90.58,-0.5,2.51
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KW,1,KW,4,4.35,1.42,2.93,6,15,45.81,87.11,-0.61,2.56
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KW,1,KW,5,4.73,0.62,4.11,11,15,49.88,90.23,-0.71,3.26
Flower,Nutrient solution,NSC1,NSC1_0.0,NSC1_0.0_KW,1,KW,6,4.19,0.84,3.35,8,15,41.63,90.46,-0.73,3.8
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KW,2,KW,1,4.28,0.73,3.55,12,15,41,90.24,-2.29,8.21
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KW,2,KW,2,5.11,0.68,4.43,9,15,37.76,88.61,-0.2,3.45
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KW,2,KW,3,1.09,0.73,0.36,12,13,40.89,89.88,-2.66,7.8
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KW,2,KW,4,3.87,0.5,3.37,15,13,42.47,89.15,-0.41,3.41
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KW,2,KW,5,3.28,0.62,2.66,9,10,42.72,90.24,-0.54,3.6
Flower,Nutrient solution,NSC1,NSC1_0.3,NSC1_0.3_KW,2,KW,6,3.71,0.74,2.97,9,10,46.69,89.54,-0.18,2.06
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KW,3,KW,1,3.42,1.42,2,8,15,43.98,87.74,-0.81,4.05
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KW,3,KW,2,3.53,0.61,2.92,12,10,45.17,90.93,-0.58,4.42
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KW,3,KW,3,3.75,0.6,3.15,7,15,45.7,88.94,-0.42,3.2
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KW,3,KW,4,3.74,0.92,2.82,12,14,40.76,92.69,-1,5.29
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KW,3,KW,5,3.71,0.78,2.93,16,10,41.95,90.61,-0.61,4.2
Flower,Nutrient solution,NSC1,NSC1_0.5,NSC1_0.5_KW,3,KW,6,3.26,0.67,2.59,9,10,44.45,87.29,-1.13,4.34
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KW,4,KW,1,4.09,1.51,2.58,7,14,45.99,91.06,-2.08,6.83
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KW,4,KW,2,4.22,2.1,2.12,8,15,39.42,90.28,-1.45,6.19
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KW,4,KW,3,4.55,1.41,3.14,12,15,37.31,88.52,-1.39,6.8
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KW,4,KW,4,3.39,1.54,1.85,7,15,38.76,91.6,-3.05,9.36
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KW,4,KW,5,3.41,1.33,2.08,12,10,42.7,81.57,-0.55,2.82
Flower,Nutrient solution,NSC1,NSC1_1.0,NSC1_1.0_KW,4,KW,6,3.38,1.69,1.69,12,12,41.9,47.22,-1.83,5.2
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_AG,1,AG,1,3.52,1.94,1.58,10,12,55.63,77.11,-14.83,28.16
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_AG,1,AG,2,2.42,1.37,1.05,10,12,52.44,80.02,-14.22,27.86
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_AG,1,AG,3,2.15,1.28,0.87,13,10,49.37,80.78,-11.74,23.76
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_AG,1,AG,4,2.52,1.42,1.1,8,11,52.56,77.5,-15.31,30.13
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_AG,1,AG,5,2.68,1.67,1.01,13,10,58.12,78.47,-16.04,31.24
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_AG,1,AG,6,2.37,1.25,1.12,11,10,52.12,80.59,-11.77,23.77
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_AG,2,AG,1,2.53,1.31,1.22,14,12,55.96,84.5,-15.5,30.59
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_AG,2,AG,2,2.8,2.06,0.74,16,11,51.54,82.66,-14.79,29.1
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_AG,2,AG,3,3.48,3.05,0.43,19,12,55.56,78.62,-12.31,24.04
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_AG,2,AG,4,2.41,1.31,1.1,13,10,57.46,78.61,-14.55,28.88
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_AG,2,AG,5,3.1,1.98,1.12,16,12,55.73,79.82,-12.48,25.09
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_AG,2,AG,6,2.42,1.77,0.65,13,18,58.19,83.55,-15.69,32.75
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_AG,3,AG,1,2.85,1.73,1.12,12,11,54.91,77.17,-15.77,30.58
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_AG,3,AG,2,3.09,2.17,0.92,16,13,43.47,75.06,-12.98,25.05
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_AG,3,AG,3,3.08,2.73,0.35,16,12,57.02,84.21,-13.69,29.27
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_AG,3,AG,4,2.81,1.3,1.51,11,12,52.79,79.51,-16,29.77
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_AG,3,AG,5,2.42,1.38,1.04,12,10,53.94,77.37,-15.32,31.29
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_AG,3,AG,6,2.67,1.55,1.12,13,12,53.87,79.35,-16.3,31.39
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_AG,4,AG,1,3.03,1.92,1.11,16,10,55.55,79.67,-15.84,31.62
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_AG,4,AG,2,2.91,2.59,0.32,16,12,53.4,83.5,-14.13,27.28
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_AG,4,AG,3,3.22,2.31,0.91,19,13,54.17,80.89,-15.92,32.02
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_AG,4,AG,4,2.71,1.26,1.45,13,10,56.48,79.49,-16.1,30.69
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_AG,4,AG,5,2.21,1.52,0.69,6,11,56.12,80.87,-16.17,31.88
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_AG,4,AG,6,2.2,1.66,0.54,6,11,57.3,79.14,-16.66,34.38
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KP,1,CP,1,3.55,1.46,2.09,8,14,55.9,76.34,5.62,4
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KP,1,CP,2,3.8,0.88,2.92,11,12,59.21,71.54,3.27,2.79
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KP,1,CP,3,3.82,0.93,2.89,6,15,61.32,78.74,5.71,3.73
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KP,1,CP,4,3.14,0.78,2.36,10,12,61.32,84.46,5.73,2.14
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KP,1,CP,5,3.11,0.97,2.14,6,16,51.06,79.28,6.82,1.85
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KP,1,CP,6,2.6,0.82,1.78,10,12,66.18,73.26,5.14,2.12
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KP,2,CP,1,3,1.33,1.67,15,12,56.62,80.74,7.15,2.65
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KP,2,CP,2,3.16,1.6,1.56,10,12,61.35,77.36,8.34,2.54
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KP,2,CP,3,3.03,0.77,2.26,15,11,57.85,84.51,3.1,3.38
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KP,2,CP,4,2.91,1.49,1.42,15,12,56.19,77.09,8.4,2.03
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KP,2,CP,5,2.94,1.62,1.32,15,12,57.8,73.26,10.65,0
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KP,2,CP,6,2.41,1.33,1.08,15,11,55.16,75.99,15.26,1.84
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KP,3,CP,1,3.51,2.03,1.48,15,10,63.88,76.83,5.69,2.84
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KP,3,CP,2,2.81,1.17,1.64,13,14,50.24,78.99,3.54,7.14
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KP,3,CP,3,3.19,1.45,1.74,13,12,60.85,84.24,4.17,3.91
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KP,3,CP,4,2.54,1.33,1.21,11,10,58.98,79.66,9.59,2.4
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KP,3,CP,5,1.95,1.04,0.91,7,10,56.48,77.06,1.5,8.83
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_KP,3,CP,6,3.39,1.78,1.61,13,14,51.17,75.37,5.94,6.26
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KP,4,CP,1,2.26,1.28,0.98,12,13,57.24,78.93,5.19,0.53
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KP,4,CP,2,3.12,1.73,1.39,16,10,57.13,84.02,2.81,2.47
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KP,4,CP,3,4,1.76,2.24,12,13,65.91,82.42,8.72,2.38
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KP,4,CP,4,4.16,2.16,2,12,12,60.58,68.32,11.45,1.56
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KP,4,CP,5,2.64,1.28,1.36,12,12,60.43,68.59,4.62,2.06
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_KP,4,CP,6,3.16,1.56,1.6,13,15,58.55,78.04,4.36,2.4
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_BP,1,BP,1,2.34,1.36,0.98,15,10,44.49,90.52,-1.5,4.92
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_BP,1,BP,2,2.57,2.17,0.4,13,11,46.02,87.73,2.06,0.01
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_BP,1,BP,3,2.62,1.37,1.25,15,10,50.21,83.31,0.9,0.7
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_BP,1,BP,4,2.14,1.05,1.09,15,10,48.02,78.71,3.94,-1.81
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_BP,1,BP,5,2.31,1.19,1.12,15,10,49.39,83.81,-0.43,2.16
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_BP,1,BP,6,2.32,1.51,0.81,15,10,47.16,86.76,0.15,2.26
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_BP,2,BP,1,2.46,1.67,0.79,16,9,50.5,82.49,3.61,-1.02
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_BP,2,BP,2,2.11,1.3,0.81,16,10,49.17,83.74,3,0.6
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_BP,2,BP,3,2.23,1.22,1.01,16,9,48.8,87.32,1.61,0.65
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_BP,2,BP,4,2.1,0.94,1.16,15,10,42.36,88.45,-0.53,4.12
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_BP,2,BP,5,2.25,1.3,0.95,16,10,48.2,89.59,0.12,2.53
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_BP,2,BP,6,2.03,1.31,0.72,14,11,44.65,86.23,2.3,-0.42
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_BP,3,BP,1,2.34,1.92,0.42,16,10,49.23,84.81,0.29,2.15
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_BP,3,BP,2,2.02,0.92,1.1,13,10,44.96,86.21,1.37,0.84
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_BP,3,BP,3,2.42,1.08,1.34,16,10,51.07,80.07,4.06,-0.92
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_BP,3,BP,4,2.13,1.11,1.02,14,10,50.33,81.06,5.08,-2.18
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_BP,3,BP,5,3.17,2,1.17,19,10,49.75,85.65,2.67,-0.17
Flower,Nutrient solution,NSC2,NSC2_0.5,NSC2_0.5_BP,3,BP,6,2.94,2.31,0.63,19,10,50.35,88.76,0.32,2.84
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_BP,4,BP,1,2.47,1.75,0.72,16,7,49.85,80.13,5.48,-3.53
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_BP,4,BP,2,2.74,1.24,1.5,16,10,46.65,87.45,0.51,2.52
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_BP,4,BP,3,2.7,1.57,1.13,13,10,52.37,90.42,-3.53,9.69
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_BP,4,BP,4,2.54,1.52,1.02,16,10,51.38,85.27,1.1,1.35
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_BP,4,BP,5,2.62,1.82,0.8,16,10,50.21,87.7,0.87,0.9
Flower,Nutrient solution,NSC2,NSC2_1.0,NSC2_1.0_BP,4,BP,6,2.97,2.84,0.13,19,10,50.02,87.5,-0.14,3.2
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KW,1,KW,1,3.04,1.45,1.59,15,10,45.12,92.71,-0.99,3.32
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KW,1,KW,2,3.2,1.68,1.52,6,17,53.88,88.54,-0.63,2.86
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KW,1,KW,3,2.84,1.68,1.16,6,15,49.14,82.91,-0.63,1.61
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KW,1,KW,4,2.04,1.4,0.64,6,15,48.36,88.38,-0.49,1.67
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KW,1,KW,5,3.9,3.05,0.85,15,10,49.43,90.76,-0.54,2.66
Flower,Nutrient solution,NSC2,NSC2_0.0,NSC2_0.0_KW,1,KW,6,4.11,2.58,1.53,15,14,50.74,86.15,-0.68,1.73
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KW,2,KW,1,4.81,3.14,1.67,19,14,45.11,88.27,-0.47,2.5
Flower,Nutrient solution,NSC2,NSC2_0.3,NSC2_0.3_KW,2,KW,2,3.02,2.46,0.56,19,12,39.04,92.54,-0.95,3.88
