Cultivar,L_1,a_1,b_1,C_1,h_1,L_6,a_6,b_6,C_6,h_6,L_9,a_9,b_9,C_9,h_9,L_11,a_11,b_11,C_11,h_11,L_14,a_14,b_14,C_14,h_14,Vase_life
BP,49.23,28.91,-25.01,38.2267995,-0.713194523,40.85,33.34,-28.77,44.03712638,-0.711951383,67.04,13.31,-13.44,18.91532976,-0.790257938,54.39,23.33,-22.11,32.14251079,-0.75855602,46.76,21.75,-16.59,27.35490084,-0.651616745,12
BP,49.47,28.69,-25.62,38.46427563,-0.728930913,41.47,32.78,-28.38,43.35842248,-0.713579451,66.28,12.98,-13.22,18.52697493,-0.794558213,55.5,21.18,-20.14,29.22690541,-0.760234067,46.44,21.75,-16.7,27.42175231,-0.654806243,12
BP,49.97,28.13,-25.27,37.81361924,-0.731891233,42.23,32.18,-28.03,42.67591007,-0.716581574,68.22,12.7,-12.91,18.10961347,-0.793597902,55.54,22.88,-20.96,31.0292765,-0.741630512,46.49,21.55,-16.69,27.25726692,-0.658983837,12
BP,48.46,18.18,-16.69,24.6793132,-0.742694001,56.07,18.58,-17.55,25.55814743,-0.756897718,38.89,22.69,-16,27.76393524,-0.614178296,50.22,24.61,-23.61,34.10402029,-0.764662853,72.73,4.05,3.93,5.643350069,0.770361703,10
BP,50.17,17.2,-15.85,23.38936724,-0.744573657,55.59,18.46,-17.55,25.47104434,-0.760132783,39.17,22.85,-16,27.89484719,-0.610872807,48.74,22.42,-21.84,31.29923322,-0.77229453,72.83,3.96,3.98,5.614445654,0.78791705,10
BP,50.93,17.21,-15.95,23.46458182,-0.747418847,55.6,18.34,-17.55,25.38420966,-0.763390015,39.21,22.98,-16.14,28.08166662,-0.612301318,44.03,24.64,-23.36,33.95319131,-0.758737815,72.86,3.99,4.01,5.656871927,0.787898158,10
BP,50.04,23.27,-21.23,31.4992984,-0.73958754,45.9,29.57,-26.59,39.76698379,-0.732385203,51.08,11.81,-9.54,15.18182137,-0.67947293,46.11,24.01,-21.88,32.48406532,-0.739016111,65.29,9.76,-7.45,12.27844045,-0.651971341,14
BP,51.57,22.23,-20.46,30.21232364,-0.743960197,45.68,29.94,-26.84,40.20931733,-0.730855625,58.01,13.52,-11.87,17.99131179,-0.720503201,46.12,24.21,-21.78,32.56520382,-0.732609679,64.87,9.95,-7.67,12.56309675,-0.656714796,14
BP,52.03,21.88,-20.28,29.83308231,-0.747465703,46.03,29.62,-26.82,39.95818815,-0.735828598,71.2,8.45,-7.64,11.39175579,-0.735098799,45.99,24.24,-21.89,32.6611344,-0.734499177,64.74,10.12,-7.72,12.72842488,-0.651671889,14
BP,52.48,23.37,-21.92,32.04127494,-0.753393198,65.14,-3.1,16.99,17.27049797,-1.390321355,60.41,19.78,-20.11,28.20745469,-0.793670725,81.27,5.87,-4.19,7.212003882,-0.619927113,50.69,22.07,-21.79,31.0143354,-0.779014301,13
BP,55.35,20.81,-20.07,28.91126078,-0.767298379,49.82,-0.69,22.24,22.25070111,-1.539781096,61.07,19.46,-19.83,27.78345731,-0.79481504,80.66,6.01,-4.53,7.526021525,-0.645892813,54.38,20.01,-19.22,27.74542305,-0.765263235,13
BP,55.04,20.95,-20.12,29.04680533,-0.765191515,48.01,0.79,18.26,18.27708128,1.527559325,61.44,19.41,-19.6,27.58456271,-0.790268671,80.77,5.95,-4.47,7.442002419,-0.644307344,58.1,17.32,-17.06,24.3110263,-0.777835771,13
BP,51.57,26.76,-25.12,36.7030244,-0.753797276,51.85,22.38,-21.4,30.96488979,-0.763017251,72.13,5.35,-4.99,7.31591416,-0.750595973,47.92,25.61,-24.07,35.1459386,-0.754409697,58.05,18.46,-18.56,26.17718854,-0.788099399,13
BP,53.66,25.36,-23.96,34.888554,-0.757019734,52.02,22.45,-21.41,31.02242092,-0.761690796,76.9,4.79,-4.36,6.477167591,-0.738438178,47.7,24.87,-23.25,34.04525518,-0.751745038,58.14,18.55,-18.46,26.17009935,-0.782966393,13
BP,54.01,25.05,-23.84,34.58103671,-0.760653777,52.08,22.57,-21.39,31.09561062,-0.758562023,77.35,4.5,-4.17,6.135055012,-0.747354244,47.62,24.95,-23.38,34.19249772,-0.752924584,58.18,18.5,-18.49,26.15588079,-0.78512782,13
BP,45.36,27.84,-24.59,37.14476679,-0.723489963,41.18,26.59,-22.9,35.09185233,-0.710975354,55.94,15.99,-13.93,21.20672063,-0.716656379,74.29,8.91,-7.28,11.50593325,-0.685056852,72.88,9.34,-8.08,12.34997976,-0.713193252,16
BP,45.68,28.08,-24.65,37.36454068,-0.720441318,40.96,26.93,-23.1,35.48006342,-0.708993121,48.43,20.35,-18.67,27.61686803,-0.742369894,74.11,8.98,-7.29,11.56652498,-0.68189718,72.88,9.47,-8.12,12.47458617,-0.70880017,16
BP,46.07,27.99,-24.77,37.37636954,-0.724442686,41.07,27.74,-23.72,36.49857531,-0.707437565,48.78,20.3,-18.68,27.58681569,-0.743862292,74.36,8.97,-7.34,11.59036238,-0.685790216,73.34,9.28,-7.97,12.23271433,-0.709601622,16
BP,46.91,25.59,-22.81,34.28037631,-0.728023187,44.08,27.02,-24.2,36.27286038,-0.730397074,81.88,4.94,-3.81,6.23856554,-0.656966149,60.82,14.6,-12.62,19.29830044,-0.712785421,48.6,21.58,-20.72,29.91679796,-0.765069995,13
BP,47.1,26.02,-22.95,34.6949982,-0.722788657,43.37,28.11,-25.02,37.63206744,-0.727304373,79.01,4.91,-4.37,6.573051042,-0.727274053,61.28,14.37,-12.25,18.88278052,-0.705926526,49.1,21.32,-20.46,29.54917935,-0.764817058,13
BP,47.08,25.95,-23.07,34.72214567,-0.726714092,43.23,28.23,-25.11,37.78154311,-0.726972047,78.18,5.49,-4.91,7.365337738,-0.729686643,61.8,14.11,-12.07,18.56817169,-0.707633224,49.33,21.14,-20.29,29.30159893,-0.764884507,13
BP,41.45,24.66,-22.16,33.15390173,-0.732052838,46.54,25.09,-23.04,34.06390612,-0.742830915,62.71,17.56,-14.58,22.82389099,-0.692943147,73.18,10.26,-9.51,13.98955682,-0.747480079,57.78,18.18,-18.31,25.80249019,-0.788960768,14
BP,42.5,24.81,-22.39,33.41927887,-0.734171832,46.77,24.9,-22.96,33.86992176,-0.744885449,62.86,17.46,-14.39,22.62573093,-0.6893057,73.18,10.18,-9.55,13.95832726,-0.75347794,57.57,18.06,-18.36,25.75370265,-0.793635209,14
BP,41.99,25.29,-22.85,34.08381727,-0.734756,46.79,24.78,-23.03,33.82941472,-0.748811276,62.98,17.3,-14.3,22.445044,-0.690745143,72.92,10.33,-9.61,14.1088979,-0.749305519,57.6,18.08,-18.38,25.78198596,-0.793626173,14
BP,44.98,25.21,-21.58,33.18494388,-0.707972571,43.7,28.5,-24.75,37.7466886,-0.715091699,59.33,18.21,-16.1,24.30666781,-0.723977411,80.61,6.24,-4.21,7.527396628,-0.593529445,53.92,20.58,-19.23,28.16610197,-0.751500076,16
BP,48.38,24.11,-20.87,31.88806987,-0.713490345,43.56,28.79,-24.98,38.1164597,-0.714659038,58.76,18.68,-16.57,24.97012815,-0.725611345,80.36,6.34,-4.26,7.638272056,-0.59163367,54.28,20.63,-19.22,28.19583835,-0.750030233,16
BP,48.6,23.93,-20.98,31.82460212,-0.719805465,43.79,28.32,-24.69,37.57151181,-0.717027252,58.5,19.23,-16.98,25.65371903,-0.72334042,80.44,6.32,-4.23,7.604952334,-0.589826088,54.44,20.6,-19.19,28.15343851,-0.749976946,16
BP,43.93,18.64,-16.04,24.59128301,-0.71056699,59.26,17.48,-17.14,24.48121729,-0.775577566,71.89,9.49,-8.79,12.93538558,-0.747123648,46.6,25.27,-22.35,33.73566955,-0.72415607,72.59,10.38,-5.85,11.91498636,-0.513212393,12
BP,43.95,18.39,-16.18,24.49458103,-0.721556777,63.46,12.98,-12.64,18.11767093,-0.77212806,69.13,10.85,-10.15,14.85748969,-0.752077168,46.58,25.18,-22.22,33.58215002,-0.723031891,67.16,14.06,-9.95,17.22457837,-0.615862661,12
BP,44.32,18.56,-16.37,24.74773727,-0.722783299,67.05,10.71,-10.39,14.92166881,-0.770233449,69.44,10.75,-10.16,14.79148742,-0.757189483,46.49,25.17,-22.38,33.68075563,-0.726790281,67.2,13.99,-9.87,17.12124411,-0.614410335,12
BP,44.81,27.42,-24.77,36.95144517,-0.734665722,41.75,24.27,-22.24,32.91884719,-0.74177932,40.49,25.83,-23.04,34.61257719,-0.728369828,79.27,6.63,-2.34,7.030824987,-0.339292614,80.74,2.44,12.08,12.3239604,1.371491158,11
BP,45.54,27.41,-24.84,36.99099485,-0.736251169,40.1,25.46,-23.2,34.44490674,-0.738986797,39.76,26.13,-23.18,34.9297767,-0.725643791,72.96,9.46,-5.47,10.92760266,-0.524253902,80.73,2.48,12.05,12.30255664,1.367821357,11
BP,45.67,27.52,-24.81,37.05248305,-0.733657646,40.51,25.57,-23.37,34.64075346,-0.740475403,40.13,26.1,-23.38,35.04046803,-0.73048173,72.23,10.16,-6.08,11.84027027,-0.539260752,80.78,2.51,12.07,12.32821966,1.365764899,11
BP,39.44,31.65,-27.64,42.02013922,-0.717867342,53.4,16.06,-15.81,22.53618646,-0.777553957,71.47,10.17,-9.47,13.89639522,-0.749771696,53.25,22.15,-21.45,30.83382882,-0.769344497,86.57,0.84,6.95,7.000578548,1.450516434,13
BP,40.89,31.14,-27.75,41.71045552,-0.72789667,48.7,18.15,-17.45,25.17786726,-0.765737776,49.01,11.19,-8.78,14.22337864,-0.665297938,52.78,22.45,-21.78,31.27892102,-0.770251232,86.57,0.79,7.05,7.094124329,1.459205108,13
BP,41.29,31.05,-27.76,41.64997119,-0.729513547,48.04,18.52,-17.59,25.54209271,-0.759649217,41.05,30.98,-27.29,41.28564521,-0.722156713,52.08,22.55,-21.9,31.43425679,-0.770776033,86.57,0.74,7.1,7.138459218,1.466945931,13
BP,40.63,21.81,-20.16,29.70019697,-0.746104603,45.94,27.11,-25.94,37.52113671,-0.763347073,62.46,16.03,-15.04,21.98095767,-0.753545406,48.62,25.58,-22.2,33.86999262,-0.714774917,56.27,20.34,-20.41,28.81464385,-0.787115953,14
BP,42.09,29.3,-26.04,39.19912754,-0.726557599,46.05,26.82,-25.64,37.10420461,-0.762908627,61.9,16.34,-15.6,22.59105133,-0.762233867,48.58,24.28,-21.4,32.36477097,-0.722434216,56.33,20.44,-20.36,28.85001213,-0.783437382,14
BP,41.97,30.25,-27.69,41.00973787,-0.741243243,45.98,26.82,-25.63,37.09729505,-0.762713781,62.03,16.18,-15.5,22.40630268,-0.763936812,48.62,23.97,-21,31.86786626,-0.719449907,56.35,20.38,-20.32,28.77927727,-0.783923963,14
BP,68.59,13.4,-13.06,18.71158999,-0.772549286,70.3,9.78,-10.16,14.10226932,-0.804453028,69.1,12.27,-11.59,16.87841817,-0.756906295,47.72,24.78,-21.63,32.89232889,-0.717628799,82.98,4.47,-2.6,5.171160411,-0.526821665,14
BP,67.93,13.77,-13.51,19.29074908,-0.77586766,70.81,9.47,-9.86,13.67115577,-0.805571319,64.62,15.1,-14.2,20.72800039,-0.754691095,47.81,24.8,-21.58,32.87455551,-0.716082911,83.06,4.4,-2.52,5.070542377,-0.520124588,14
BP,67.7,13.96,-13.64,19.51745885,-0.77380448,70.45,9.43,-9.83,13.62181339,-0.80616361,65,14.98,-14.07,20.55152792,-0.754083102,47.63,24.75,-21.66,32.88948312,-0.718915807,83.14,4.39,-2.45,5.027385006,-0.509030496,14
BP,42.11,21.62,-19,28.78236265,-0.720987141,64.02,14.69,-13.85,20.18956661,-0.755974282,42.38,33.95,-28.54,44.35238551,-0.699039635,85.37,2.67,-0.48,2.712802978,-0.177875263,55.88,17.22,-17.2,24.33861952,-0.784817106,14
BP,43.43,20.07,-18.03,26.97935878,-0.731905936,64.31,14.68,-13.77,20.12747625,-0.753423125,43.57,33.19,-27.73,43.24961272,-0.696011256,85.91,2.63,-0.41,2.661766331,-0.154648754,56.03,17.07,-17.02,24.1052961,-0.783931459,14
BP,44.13,20.2,-18.24,27.216495,-0.734453728,64.5,15.05,-13.87,20.46654343,-0.744618571,43.7,33.03,-27.72,43.12052064,-0.69821234,85.99,2.66,-0.36,2.684250361,-0.134521003,56.06,17.02,-17.01,24.0628448,-0.785104305,14
BP,56.64,10.64,-8.48,13.60588108,-0.672904397,62.93,10.94,-9.79,14.68086169,-0.72997981,49.32,27.99,-24.9,37.4626494,-0.727041356,58.49,19.67,-18.65,27.10592924,-0.758786493,58.21,17.09,-15.01,22.74572927,-0.720691117,12
BP,55.23,11.5,-9.15,14.69600286,-0.6720842,62.18,11.69,-10.55,15.74670124,-0.734183994,50.82,26.52,-23.99,35.76073965,-0.735350899,58.05,19.39,-18.39,26.72385077,-0.758935311,57.68,17.35,-15.39,23.19212366,-0.725603919,12
BP,53.63,12.14,-9.53,15.43374549,-0.66553254,62.66,11.93,-10.78,16.07897074,-0.734802895,51.15,25.8,-23.42,34.8444601,-0.73708147,57.88,19.54,-18.39,26.83288468,-0.75508844,57.37,17.85,-15.86,23.87806734,-0.726433667,12
BP,56.07,10.52,-7.25,12.77626315,-0.603416059,69.37,7.43,-6.57,9.91815507,-0.724046684,60.91,14.86,-12.37,19.33485195,-0.69420851,56.07,16.94,-13.79,21.84325296,-0.683249245,76.37,5.59,3.98,6.862106091,0.618724839,11
BP,62.43,9.74,-8.4,12.86186612,-0.711662188,70.34,9.12,-8.08,12.18444911,-0.725006573,60.88,11.12,-8.78,14.16837323,-0.668347731,54.87,17.67,-14.53,22.87683982,-0.688189985,76.28,5.71,4.03,6.988919802,0.61459419,11
BP,63.1,9.59,-8.23,12.6372861,-0.709227079,71,9.1,-8.05,12.14958847,-0.724250001,65.34,8.65,-6.42,10.77213535,-0.638488154,55.19,17.94,-14.73,23.21242124,-0.687457253,76.32,5.62,4.03,6.915583851,0.622098534,11
BP,71.5,6.53,-4.99,8.218333164,-0.652505489,80.07,2.99,-2.82,4.110048662,-0.756146613,64.78,5.97,-1.42,6.136554408,-0.233516715,61.82,15.42,-14.3,21.03013077,-0.747730927,61.63,11.74,-7.36,13.85630542,-0.559976303,11
BP,77.25,4.52,-3.61,5.784678038,-0.673931007,82.01,2.86,-2.72,3.946897516,-0.76031382,60.09,7.12,-4.87,8.626198467,-0.599899148,62.38,14.89,-13.93,20.39012016,-0.752100274,61.24,11.98,-7.64,14.20880009,-0.567700825,11
BP,79.62,3.37,-2.59,4.250294107,-0.655265272,82.23,3.01,-2.85,4.145189984,-0.758101191,60.18,6.99,-4.36,8.238306865,-0.557698647,62.9,14.56,-13.6,19.92369444,-0.751320452,61.17,11.9,-7.67,14.15764458,-0.572525783,11
BP,62.42,3.67,-2.74,4.580010917,-0.641317706,44.68,26.82,-24.28,36.17776665,-0.735732582,65.6,16.25,-14.98,22.1011968,-0.744754532,56.07,17.27,-15.73,23.35991866,-0.738765329,50.47,21.47,-20.51,29.69210333,-0.762534116,15
BP,63.38,4.07,-2.53,4.7922646,-0.55616623,44.53,26.46,-23.9,35.6558775,-0.734607887,63.9,17.13,-15.83,23.32436066,-0.745976849,56.44,16.95,-15.55,23.0022825,-0.742347856,50.58,21.47,-20.32,29.56117893,-0.757886561,15
BP,64.74,4.29,-2.44,4.935352064,-0.517135562,44.94,26.31,-23.69,35.40384442,-0.733046044,63.73,17.15,-15.9,23.38658804,-0.747594699,56.59,16.89,-15.54,22.95133329,-0.743794062,50.53,21.44,-20.31,29.53251936,-0.758338901,15
BP,42.16,26.66,-21.7,34.37507236,-0.683191445,49.29,24.86,-21.93,33.15033182,-0.722859604,47.75,27.28,-23.07,35.72706677,-0.701977515,52.33,20.92,-18.56,27.96640842,-0.725692109,59.13,17.12,-15.86,23.33739488,-0.747211763,15
BP,43.78,31.43,-26.03,40.80938372,-0.691694957,49.25,24.29,-21.56,32.47826504,-0.725926393,48.67,24.07,-20.68,31.73369345,-0.709788387,50.17,21.82,-18.68,28.72376716,-0.708022088,58.49,17.16,-15.94,23.42112721,-0.748556834,15
BP,43.69,22.68,-27,35.26162787,-0.872136502,49.22,24.25,-21.51,32.41516003,-0.725591948,49.93,24.3,-20.9,32.05152102,-0.710318318,49.93,21.52,-18.66,28.48343378,-0.71433832,58.63,17.31,-15.94,23.53124944,-0.744218449,15
BP,45.79,22.38,-19.22,29.50038644,-0.709582224,39.49,34.83,-30.25,46.13232489,-0.715139077,53.99,19.65,-17.66,26.41965367,-0.732111748,70.63,9.91,-8.62,13.13440139,-0.715893466,69.99,10.71,-10.12,14.73494147,-0.757081203,14
BP,44.88,22.81,-19.51,30.01559928,-0.70757832,38.48,33.57,-29.13,44.44661742,-0.714702777,53.33,19.77,-17.84,26.629279,-0.734126997,58.8,11.17,-10,14.99229469,-0.730187443,71.08,10.7,-10.1,14.71393897,-0.756560007,14
BP,44.45,23.03,-19.58,30.22841875,-0.704607492,38.11,33.14,-28.9,43.97123605,-0.717161266,53.11,19.77,-17.96,26.70982029,-0.737462477,58.79,11.47,-10.22,15.36259418,-0.727831594,71.47,10.73,-10.09,14.72891714,-0.754668167,14
BP,48.44,27.75,-26.22,38.17788496,-0.757056671,43.85,27.95,-26.11,38.24832807,-0.751375042,47.59,30.44,-29.41,42.32660747,-0.768190171,54.77,19.8,-19.59,27.85333194,-0.780066912,54.44,21.06,-20.57,29.43889434,-0.773628349,14
BP,48.43,27.72,-26.31,38.2179866,-0.759307472,43.26,28.51,-26.68,39.04667079,-0.752252127,47.67,30.32,-29.35,42.19863623,-0.76914352,61.36,16.69,-15.05,22.47350885,-0.733774255,54.1,21.11,-20.58,29.48166379,-0.772685967,14
BP,48.76,27.55,-26.08,37.93637964,-0.757994993,43.61,28.62,-26.81,39.21581951,-0.752755964,47.82,30.39,-29.33,42.23506837,-0.767650529,55.98,20.15,-18.45,27.32077964,-0.741385155,54.01,21.16,-20.56,29.50354555,-0.771017563,14
BP,53.03,21.63,-19.51,29.12897183,-0.733912348,47.46,26.77,-23.91,35.89318877,-0.729025437,54.73,22.15,-20.16,29.95076126,-0.738399002,67.93,12.97,-10.48,16.67487031,-0.679611186,49.3,20.82,-19.29,28.38267958,-0.747271547,14
BP,50.04,23.79,-21,31.73269765,-0.723187852,47.34,27.5,-24.49,36.82404242,-0.727566972,55.57,21.99,-20.06,29.76514236,-0.739532611,67.55,12.86,-10.59,16.65916264,-0.688897131,49.62,20.98,-19.31,28.51379491,-0.743972385,14
BP,50.54,23.81,-21.13,31.8338342,-0.725833638,47.16,27.88,-24.76,37.28742415,-0.726196906,55.83,21.91,-20,29.66560466,-0.739855827,67.69,12.9,-10.6,16.6964068,-0.687836545,49.91,21.02,-19.34,28.5635432,-0.743796808,14
BP,66.29,16.8,-16.65,23.65295965,-0.780913889,77.74,5.81,-5.84,8.237821314,-0.787973265,74.67,1.38,0.11,1.384377116,0.079541967,91.27,-0.51,5.71,5.732730588,-1.481715718,65.84,12.45,-10.81,16.48813513,-0.715007345,14
BP,66.78,16.6,-16.4,23.33495232,-0.779337632,74.15,5.53,-5.35,7.694374568,-0.768855555,77.28,2.37,-1.6,2.859527933,-0.59382213,90.85,-0.42,5.36,5.376430042,-1.492597903,65.92,12.43,-10.7,16.40106399,-0.710742531,14
BP,67.07,16.44,-16.27,23.12977518,-0.780201023,74.75,5.19,-5.13,7.297465313,-0.779584275,77.33,2.3,-1.5,2.745906044,-0.577901937,91.07,-0.49,5.35,5.372392391,-1.479462358,66.04,12.33,-10.73,16.34508489,-0.71612497,14
BP,70.88,6.63,-5.69,8.736875872,-0.709247005,71.13,11.39,-10.92,15.77905257,-0.764334493,68.88,16.17,-14.58,21.77258138,-0.733736855,90.87,-0.6,4.41,4.450629169,-1.435572195,61.71,-1.33,5.66,5.81416374,-1.34000111,15
BP,70.2,6.82,-5.99,9.077031453,-0.720695476,68.64,12.68,-12.25,17.63079408,-0.768151578,70.64,13.36,-12.31,18.16660948,-0.744517174,90.74,-0.59,4.44,4.479028913,-1.438687403,91.89,-1.42,5.72,5.893623673,-1.327463753,15
BP,70.04,6.85,-6.03,9.125973921,-0.721819373,70.4,12,-11.43,16.57241383,-0.761075176,70.86,13.21,-12.17,17.9614309,-0.744443928,90.8,-0.58,4.44,4.477722635,-1.440901223,92.16,-1.43,5.82,5.993104371,-1.329864586,15
BP,68.12,2.16,0.18,2.167487024,0.083141232,81.79,-0.43,2.56,2.595862092,-1.404381026,68.46,11.6,-11.37,16.24305698,-0.775385438,93,-1,6.03,6.112356338,-1.406454535,71.31,8.51,-1.74,8.68606355,-0.201685441,12
BP,63.12,2.81,0.13,2.81300551,0.046230382,80.46,-0.19,1.99,1.999049774,-1.475607485,62.1,12.6,-12.68,17.87574894,-0.78856271,92.64,-0.93,5.87,5.943214618,-1.413669607,71.3,8.49,-1.8,8.678715343,-0.208920473,12
BP,64.22,2.68,-0.12,2.682685222,-0.044746231,81.07,-0.16,1.91,1.916689855,-1.487221819,62.21,12.64,-12.79,17.98203826,-0.79129664,92.63,-0.97,5.95,6.028548747,-1.409192767,71.2,8.61,-1.89,8.814998582,-0.216084972,12
BP,55.01,21.23,-22.12,30.65953848,-0.805925845,53.06,21.01,-21.57,30.11121054,-0.79854912,56.25,19.33,-21.47,28.88961405,-0.837801124,59.75,18.47,-18.79,26.3477703,-0.793986251,55.58,17.57,-19.12,25.96688853,-0.827618902,14
BP,54.56,21.25,-22.14,30.6878168,-0.805906926,55.44,19.47,-20.09,27.97657949,-0.801069277,55.62,19.03,-20.95,28.30271012,-0.833385307,59.52,18.56,-18.85,26.45365948,-0.793149946,56.1,17.49,-19.07,25.87595409,-0.828587919,14
BP,54.76,21.14,-22.06,30.55393919,-0.806691241,57.41,18.42,-19.21,26.61429127,-0.806388968,56.78,18.9,-20.8,28.10427014,-0.833220616,59.59,18.55,-18.79,26.40391259,-0.791825499,56.2,17.49,-18.94,25.78029674,-0.825179525,14
BP,40.98,30.63,-27.46,41.13694811,-0.730881742,66.92,17.93,-17.01,24.71487406,-0.759073393,47.51,3.36,0.5,3.396998675,0.147725465,51.86,23.3,-22.86,32.64153183,-0.77586639,43.35,20.88,-17.18,27.0393565,-0.688487766,13
BP,40.18,31.43,-28.04,42.11990622,-0.728456255,70.92,12.65,-12.24,17.60227542,-0.768927174,62.33,2.93,-0.49,2.970690156,-0.165702081,58.83,23.45,-22.94,32.80466583,-0.774404858,43.22,21.43,-18,27.98651282,-0.698626993,13
BP,47.24,30.88,-27.19,41.14450753,-0.721939485,70.53,13.29,-12.71,18.38935018,-0.76309417,65.63,2.51,-0.53,2.565345981,-0.208098515,58.82,23.33,-22.92,32.70497363,-0.776533531,44.47,20.99,-17.47,27.30899119,-0.694128777,13
BP,45.72,30.38,-27.66,41.08552056,-0.738568195,71.83,6.07,-5.41,8.1309901,-0.72797009,67.46,15.71,-14.57,21.42636227,-0.747767323,52.25,23.61,-21.75,32.10131773,-0.744415832,51.31,21.61,-19.54,29.13423587,-0.735136763,13
BP,46.57,31.49,-28.2,42.27126802,-0.730335768,71.44,5.91,-5.22,7.88520767,-0.723482794,64.07,19.26,-18.29,26.56071723,-0.759571683,51.59,22.86,-21.89,31.65046129,-0.76372558,51.62,21.41,-19.51,28.9659835,-0.738999426,13
BP,46.45,26.15,-23.57,35.20465026,-0.733554075,73.02,5.61,-4.87,7.428929936,-0.714904478,59.16,24.15,-22.7,33.14381541,-0.7544582,51.42,22.81,-21.84,31.57976726,-0.763677056,51.69,21.46,-19.5,28.99623424,-0.737583074,13
BP,42.38,33.08,-28.45,43.6312835,-0.71029186,64.64,11.82,-11.77,16.68068644,-0.783278624,47.67,23.52,-21.66,31.97414581,-0.744252739,80.49,0.67,10.48,10.50139515,1.506951916,53.4,17.14,-13.35,21.72560931,-0.661729455,10
BP,41.41,33.31,-28.39,43.76697613,-0.705825853,55.22,6.53,-5.27,8.391293107,-0.679021579,48.04,23.5,-21.65,31.9526603,-0.744446542,80.61,0.77,10.08,10.10936694,1.494555503,53.35,17.16,-13.37,21.75367785,-0.66188984,10
BP,41.31,33,-28.08,43.32997115,-0.705021602,63.55,5.18,-4.58,6.91439079,-0.724000022,48.35,23.34,-21.48,31.71980454,-0.743922631,80.94,0.96,9.97,10.01611202,1.474803398,53.27,17.27,-13.4,21.85893181,-0.659879586,10
BP,59.12,17.42,-14.35,22.56942401,-0.689065222,46.52,19.9,-16.29,25.71719464,-0.685975742,42.74,30.59,-23.52,38.58676587,-0.655474412,46.89,23.82,-21.87,32.33711954,-0.742745125,53.03,20.71,-17.32,26.99789807,-0.696492993,13
BP,54.96,19.62,-16.1,25.380197,-0.687171071,50.09,15.22,-12.55,19.72690802,-0.689545878,42.26,30.71,-23.67,38.77335425,-0.656654851,47.82,23.64,-20.88,31.54083068,-0.723482794,53.48,20.74,-17.33,27.02732876,-0.696064724,13
BP,55.4,19.3,16,25.06970283,0.692184656,56.99,14.42,-12.17,18.86916267,-0.700980985,42.08,30.52,-23.74,38.66597988,-0.661088535,47.3,23.57,-20.95,31.53486008,-0.726616006,53.72,20.86,-17.27,27.08122043,-0.691523309,13
BP,50.31,25.35,-24.93,35.55456933,-0.777045136,51.75,24.52,-24.13,34.40185024,-0.777381891,55.39,20.73,-21.34,29.75110922,-0.799896791,79.04,6.67,-4.46,8.023746008,-0.58938525,52.96,18.84,-16.85,25.27584024,-0.729697923,13
BP,47.94,27.82,-26.95,38.73312407,-0.769514891,52.64,24.55,-24.11,34.4092226,-0.776356075,55.41,20.83,-21.47,29.91404018,-0.800527033,78.64,7.15,-4.81,8.617342978,-0.59218668,52.87,18.85,-16.88,25.3032982,-0.730318191,13
BP,47.09,29.19,-27.81,40.3168972,-0.761192366,52.58,24.39,-24.19,34.35153854,-0.781281266,55.65,20.96,-21.57,30.07634453,-0.799739997,76.96,7.42,-5.18,9.049243062,-0.609458538,52.96,19.07,-16.86,25.45436112,-0.723967067,13
BP,47.1,22.59,-21.48,31.17207885,-0.760216285,65.22,10.04,-10.15,14.2766978,-0.790846351,80.63,6.72,-6.01,9.015458946,-0.729682125,68.15,14.94,-13.8,20.33823001,-0.745752976,46.75,22.38,-20.97,30.6692892,-0.752883675,13
BP,51.76,20.62,-19.73,28.53869829,-0.763344738,62.57,14.97,-15.2,21.3340315,-0.793021483,82.76,4.29,-3.43,5.492631428,-0.674456609,68.29,314.95,-13.68,315.2469586,-0.043408181,46.52,22.39,-20.88,30.61513515,-0.750515162,13
BP,66.93,11.6,-12.19,16.82724279,-0.810193417,63.07,16.23,-16.57,23.19434845,-0.795763646,84.03,4.04,-3,5.032057233,-0.63873167,68.27,14.85,-13.64,20.16363311,-0.74295263,46.74,22.63,-20.91,30.81144268,-0.745914789,13
BP,55.25,18.36,-17.23,25.17861196,-0.753658334,85.06,0.56,-0.55,0.784920378,-0.776389398,51.81,15,-14.2,20.65526567,-0.758007755,82.84,6.24,-4.41,7.641053592,-0.61522899,61.01,12.39,-8.17,14.84119267,-0.582956861,11
BP,48.58,24.29,-22.43,33.06219896,-0.745607533,84.83,0.57,-0.5,0.758221603,-0.720070694,53.19,11.94,-10.63,15.98625973,-0.727421561,78.1,8.71,-7.49,11.48756719,-0.710231407,59.16,12.94,-8.77,15.63190647,-0.59563198,11
BP,48.28,24.47,-22.64,33.33692397,-0.746572429,84.66,0.53,-0.46,0.701783442,-0.714808574,61.78,12.11,-11.25,16.52920446,-0.748599714,77.57,9.08,-7.91,12.04219664,-0.716642674,46.07,17.46,-13.67,22.1747717,-0.664246892,11
BP,71.51,11.1,-11.63,16.0769058,-0.808711141,71.88,10.98,-10.29,15.04807297,-0.752969479,79.62,4.11,-2.21,4.666497616,-0.493360817,83.6,3.2,0.1,3.201562119,0.031239833,49.33,23.47,-22.86,32.76309662,-0.772232509,12
