condition,substrate,group,treatment_method ,treatment,concat,concentration,cultivar,samples,stem_volume,stem_nodes,length,bush,flowering_day,SPAD,T-N,P2O5,K2O,CaO,MgO,fresh_weight,dry_weight,A-B,vase_life_days,petals,petal_size,L,a,b
plant,Nutrient solution,NSA2,NSA2_0.1,NSA2_0.1_KW,NSA2_KW,0.1,KW,1,4.45,6,49.5,4,65,138.3,1.23,1.26,1.85,0.22,0.38,3.96,2.34,1.62,16,14,48.19,87.49,-1.44,3.98
plant,Nutrient solution,NSA2,NSA2_0.1,NSA2_0.1_KW,NSA2_KW,0.1,KW,2,4.52,7,50.5,3,68,154,1.26,1.25,1.86,0.26,0.44,4.01,2.25,1.76,16,15,49.22,91.26,-0.6,2.63
plant,Nutrient solution,NSA2,NSA2_0.1,NSA2_0.1_KW,NSA2_KW,0.1,KW,3,3.97,7,46.5,3,68,144.5,1.24,1.25,1.85,0.22,0.38,3.13,1.61,1.52,7,15,50.95,80.77,-0.83,3.43
plant,Nutrient solution,NSA2,NSA2_0.1,NSA2_0.1_KW,NSA2_KW,0.1,KW,4,3.93,7,46,3,65,149.5,1.24,1.25,1.85,0.22,0.38,5.16,4.77,0.39,22,21,45.27,87.19,-1.67,6.1
plant,Nutrient solution,NSA2,NSA2_0.1,NSA2_0.1_KW,NSA2_KW,0.1,KW,5,4.23,8,51,5,64,122.2,1.23,1.27,1.84,0.22,0.38,3.83,1.85,1.98,19,14,42.78,90.33,-0.57,2.33
plant,Nutrient solution,NSA2,NSA2_0.1,NSA2_0.1_KW,NSA2_KW,0.1,KW,6,4.88,7,47.5,4,65,131.3,1.24,1.25,1.85,0.22,0.38,3.25,2.59,0.66,19,13,43.48,93.81,-1.16,4.38
plant,Nutrient solution,NSA2,NSA2_0.3,NSA2_0.3_KW,NSA2_KW,0.3,KW,1,5.36,8,49.5,3,65,89.5,1.55,0.54,1.98,0.18,0.39,4.35,3.93,0.42,16,10,44.76,80.57,-0.66,3.28
plant,Nutrient solution,NSA2,NSA2_0.3,NSA2_0.3_KW,NSA2_KW,0.3,KW,2,4.15,8,45.5,4,64,153.6,1.56,0.57,1.96,0.22,0.47,3.53,2.17,1.36,16,10,46.45,91.43,-0.54,2.87
plant,Nutrient solution,NSA2,NSA2_0.3,NSA2_0.3_KW,NSA2_KW,0.3,KW,3,3.52,7,52.5,3,59,126.3,1.55,0.54,1.98,0.18,0.39,3.51,1.64,1.87,16,15,46.9,92.2,-0.55,2.95
plant,Nutrient solution,NSA2,NSA2_0.3,NSA2_0.3_KW,NSA2_KW,0.3,KW,4,4.78,7,50.5,4,59,147.1,1.55,0.54,1.98,0.18,0.39,3.34,1.79,1.55,16,10,50.99,92.73,-0.7,3.35
plant,Nutrient solution,NSA2,NSA2_0.3,NSA2_0.3_KW,NSA2_KW,0.3,KW,5,4.26,7,45.5,4,77,139.4,1.57,0.54,1.98,0.18,0.39,3.12,1.88,1.24,12,10,49.25,90.32,-0.72,2.97
plant,Nutrient solution,NSA2,NSA2_0.3,NSA2_0.3_KW,NSA2_KW,0.3,KW,6,4.33,8,45,4,79,125,1.55,0.54,1.98,0.18,0.39,3.81,1.78,2.03,14,11,54.34,91.23,-0.43,2.94
plant,Nutrient solution,NSA2,NSA2_0.5,NSA2_0.5_KW,NSA2_KW,0.5,KW,1,4.72,7,48.5,4,77,142.6,1.72,0.56,2.11,0.21,0.43,2.95,2.76,0.19,16,11,41.49,74.77,-1.1,3.57
plant,Nutrient solution,NSA2,NSA2_0.5,NSA2_0.5_KW,NSA2_KW,0.5,KW,2,5.07,6,46.5,4,65,150.4,1.75,0.54,2.15,0.25,0.5,3.28,3.23,0.05,22,10,49.78,85.02,-0.36,1.55
plant,Nutrient solution,NSA2,NSA2_0.5,NSA2_0.5_KW,NSA2_KW,0.5,KW,3,4.03,7,51.5,3,56,126.3,1.71,0.55,2.11,0.21,0.43,3.72,2.44,1.28,16,12,50.91,84.95,-0.39,1.59
plant,Nutrient solution,NSA2,NSA2_0.5,NSA2_0.5_KW,NSA2_KW,0.5,KW,4,5.68,7,54.5,5,59,106.3,1.71,0.55,2.11,0.21,0.43,3.76,2.58,1.18,16,10,49.12,89.37,-0.82,3.64
plant,Nutrient solution,NSA2,NSA2_0.5,NSA2_0.5_KW,NSA2_KW,0.5,KW,5,3.48,7,46.5,3,68,106.5,1.74,0.56,2.11,0.21,0.43,3.65,2.65,1,16,10,42.17,84.39,-0.8,3.14
plant,Nutrient solution,NSA2,NSA2_0.5,NSA2_0.5_KW,NSA2_KW,0.5,KW,6,5.25,8,56,4,62,126.3,1.71,0.55,2.11,0.21,0.43,3.11,2.95,0.16,22,10,47.07,88.7,-1.45,5.32
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,NSA3_AG,0,AG,1,4.19,8,52,4,56,115.4,1.12,1.47,3.23,0.18,0.65,3.52,1.94,1.58,3,10,55.63,77.11,-14.83,28.16
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,NSA3_AG,0,AG,2,4.29,9,45,4,65,111.1,1.14,1.45,3.24,0.19,0.66,2.42,1.37,1.05,8,11,52.44,80.02,-14.22,27.86
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,NSA3_AG,0,AG,3,3.63,8,52,4,59,111.8,1.11,1.47,3.25,0.18,0.64,2.15,1.28,0.87,11,10,49.37,80.78,-11.74,23.76
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,NSA3_AG,0,AG,4,3.73,8,53,3,59,91.6,1.13,1.45,3.25,0.19,0.66,2.52,1.42,1.1,9,10,52.56,77.5,-15.31,30.13
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,NSA3_AG,0,AG,5,3.51,9,41,2,59,122.7,1.16,1.47,3.24,0.18,0.62,2.68,1.67,1.01,10,11,58.12,78.47,-16.04,31.24
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,NSA3_AG,0,AG,6,NA,NA,NA,NA,NA,NA,1.14,1.44,3.25,0.17,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,NSA3_AG,0.1,AG,1,4.33,9,57,4,66,134,1.5,0.51,3.04,0.16,0.58,2.76,1.27,1.49,13,12,54.42,84.65,-13.25,26.36
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,NSA3_AG,0.1,AG,2,2.71,10,43,3,65,109.2,1.53,0.55,3.04,0.15,0.58,3.08,1.29,1.79,14,10,59.94,80.95,-13.51,27.46
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,NSA3_AG,0.1,AG,3,3.33,9,45,3,58,110.6,1.53,0.51,3.04,0.16,0.58,2.63,1.14,1.49,13,11,54.99,82.25,-14.24,27.61
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,NSA3_AG,0.1,AG,4,4.18,9,50,3,69,107.2,1.54,0.55,3.04,0.15,0.58,2.97,1.51,1.46,14,11,56.65,81.68,-15.08,30.01
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,NSA3_AG,0.1,AG,5,3.9,8,58,2,59,102.8,1.53,0.54,3.05,0.16,0.58,3.1,1.79,1.31,16,12,45.39,81,-13.99,27.09
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,NSA3_AG,0.1,AG,6,NA,NA,NA,NA,NA,NA,1.53,0.51,3.04,0.16,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,NSA3_AG,0.3,AG,1,3.7,9,40,3,61,97.7,1.57,0.51,3.32,0.15,0.62,2.82,1.32,1.5,10,12,52.9,81.36,-15.49,29.28
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,NSA3_AG,0.3,AG,2,3.63,8,54,3,60,106.2,1.59,0.56,3.35,0.15,0.62,3.02,1.7,1.32,12,10,57.92,81.36,-15.49,29.28
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,NSA3_AG,0.3,AG,3,3.11,7,34,4,63,92.2,1.55,0.53,3.33,0.15,0.61,2.9,1.46,1.44,14,12,53.72,77.27,-9.47,19.09
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,NSA3_AG,0.3,AG,4,3.19,8,59,3,65,93.4,1.59,0.56,3.35,0.15,0.62,2.98,1.93,1.05,19,11,45.96,80.77,-15.28,28.73
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,NSA3_AG,0.3,AG,5,4.42,7,50,4,58,91,1.57,0.54,3.33,0.15,0.62,3.09,2.37,0.72,19,10,54.48,78.23,-17.27,32.89
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,NSA3_AG,0.3,AG,6,NA,NA,NA,NA,NA,NA,1.57,0.51,3.32,0.15,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,NSA3_AG,0.5,AG,1,2.84,7,54,4,64,90.8,1.52,0.5,3.08,0.18,0.63,2.28,0.63,1.65,13,11,50.64,77.95,-13.58,25.11
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,NSA3_AG,0.5,AG,2,3.66,8,65,4,68,97.7,1.54,0.55,3.07,0.18,0.63,2.88,1.46,1.42,14,10,55.9,77.96,-14.76,28.94
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,NSA3_AG,0.5,AG,3,4.03,7,70,3,61,101.4,1.51,0.49,3.06,0.18,0.62,2.51,1.43,1.08,12,10,58.9,80.31,-14.83,29.35
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,NSA3_AG,0.5,AG,4,4.05,8,51,3,63,98.5,1.55,0.55,3.08,0.18,0.63,2.8,1.47,1.33,16,12,54.35,79.67,-13.33,26.13
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,NSA3_AG,0.5,AG,5,3.69,7,48,4,62,120.1,1.54,0.54,3.08,0.18,0.63,2.75,1.45,1.3,11,12,55.23,80.61,-13.46,26.16
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,NSA3_AG,0.5,AG,6,NA,NA,NA,NA,NA,NA,1.53,0.49,3.07,0.18,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,NSA3_KP,0,KP,1,3.64,7,56,3,59,98.5,1.04,0.89,2.46,0.2,0.39,3.55,1.46,2.09,5,17,55.9,76.34,5.62,4
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,NSA3_KP,0,KP,2,3.86,8,43.5,3,59,133,1.06,0.88,2.47,0.26,0.48,3.8,0.88,2.92,3,13,59.21,71.54,3.27,2.79
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,NSA3_KP,0,KP,3,3.98,6,36,3,76,99.1,1.02,0.88,2.46,0.2,0.39,3.82,0.93,2.89,7,15,61.32,78.74,5.71,3.73
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,NSA3_KP,0,KP,4,3.13,8,48,4,65,108.8,1.06,0.88,2.44,0.2,0.39,3.14,0.78,2.36,7,11,61.32,84.46,5.73,2.14
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,NSA3_KP,0,KP,5,4.06,9,46.5,4,65,95.4,1.04,0.88,2.46,0.2,0.39,3.11,0.97,2.14,10,10,51.06,79.28,6.82,1.85
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,NSA3_KP,0,KP,6,NA,NA,NA,NA,NA,NA,1.06,0.88,2.44,0.2,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,NSA3_KP,0.1,KP,1,4.75,8,81,3,68,108,1.95,0.61,2.67,0.27,0.61,3.74,1.62,2.12,11,14,61.94,70.19,5.53,1.23
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,NSA3_KP,0.1,KP,2,4.2,8,72,3,63,112.7,1.96,0.63,2.68,0.34,0.74,2.98,1.3,1.68,11,11,55.54,79.65,5.28,2.32
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,NSA3_KP,0.1,KP,3,4.69,9,74,3,61,143.1,1.97,0.6,2.65,0.27,0.61,4.11,2.22,1.89,13,14,58.35,81.28,5.29,3.02
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,NSA3_KP,0.1,KP,4,4.81,8,54,4,58,106.1,1.95,0.6,2.67,0.27,0.61,2.32,1,1.32,8,14,60.9,79.54,6.1,1.65
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,NSA3_KP,0.1,KP,5,4.91,9,67,4,56,88.2,1.95,0.6,2.67,0.27,0.61,2.11,0.8,1.31,8,12,60.85,80.78,5.58,2.65
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,NSA3_KP,0.1,KP,6,NA,NA,NA,NA,NA,NA,1.95,0.61,2.67,0.27,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,NSA3_KP,0.3,KP,1,4.3,9,63,4,63,108,1.91,0.42,2.55,0.25,0.57,3.07,1.66,1.41,13,11,58.08,86.11,3.46,4.3
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,NSA3_KP,0.3,KP,2,4.7,8,75,3,67,112.7,1.95,0.45,2.57,0.32,0.69,2.88,1.26,1.62,13,14,54.59,80.54,1.76,3.4
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,NSA3_KP,0.3,KP,3,4.66,7,68,3,68,143.1,1.93,0.42,2.53,0.25,0.57,3.15,1.13,2.02,13,13,53.87,83.18,2.81,3.32
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,NSA3_KP,0.3,KP,4,4.35,7,56,4,60,106.1,1.94,0.44,2.55,0.25,0.57,2.66,0.82,1.84,11,14,50.75,69.16,2.74,3.01
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,NSA3_KP,0.3,KP,5,5.38,6,51,3,62,88.2,1.91,0.42,2.55,0.25,0.57,3.3,0.91,2.39,11,13,57.61,83.38,4.73,2.68
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,NSA3_KP,0.3,KP,6,NA,NA,NA,NA,NA,NA,1.94,0.44,2.55,0.25,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,NSA3_KP,0.5,KP,1,4.92,8,73,3,65,110.4,1.89,0.53,2.6,0.22,0.58,3.42,1.44,1.98,11,13,59.74,80.58,4.53,2.88
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,NSA3_KP,0.5,KP,2,4.76,8,55,3,68,130,1.82,0.55,2.68,0.29,0.72,4,2.21,1.79,13,14,59.73,80.15,5.04,2.83
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,NSA3_KP,0.5,KP,3,4.41,9,62,3,65,110.4,1.88,0.51,2.59,0.22,0.58,3.66,1.58,2.08,11,14,60.62,81.59,8.86,1.45
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,NSA3_KP,0.5,KP,4,4.55,7,64,4,65,134.2,1.89,0.53,2.59,0.23,0.58,2.35,0.9,1.45,8,14,60.6,84.22,8.28,2.33
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,NSA3_KP,0.5,KP,5,4.84,8,65,3,62,128.7,1.89,0.53,2.59,0.22,0.58,3.56,1.42,2.14,11,12,60.02,78.99,6.8,2.95
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,NSA3_KP,0.5,KP,6,NA,NA,NA,NA,NA,NA,1.89,0.53,2.59,0.23,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,NSA3_BP,0,BP,1,3.83,6,53.5,3,56,107.5,1.15,1.71,2.77,0.36,0.89,2.34,1.36,0.98,8,11,44.49,91.32,-1.83,5.82
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,NSA3_BP,0,BP,2,3.63,7,46,4,56,118.2,1.16,1.72,2.78,0.42,1,2.57,2.17,0.4,10,10,46.02,88.35,1.95,0.14
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,NSA3_BP,0,BP,3,4.97,6,50.5,3,59,101.4,1.17,1.73,2.78,0.36,0.89,2.62,1.37,1.25,10,15,50.21,83.11,0.89,0.72
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,NSA3_BP,0,BP,4,3.24,6,49,3,59,119,1.16,1.72,2.78,0.43,1.01,2.14,1.05,1.09,10,11,48.02,83.3,3.98,-1.24
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,NSA3_BP,0,BP,5,4.07,6,52.5,4,61,111.7,1.15,1.71,2.77,0.36,1.04,2.31,1.19,1.12,8,12,49.39,85.78,-0.51,2.25
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,NSA3_BP,0,BP,6,NA,NA,NA,NA,NA,NA,1.17,1.7,2.74,0.36,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,NSA3_BP,0.1,BP,1,4.03,6,52,3,60,126.6,1.83,1.02,2.72,0.31,0.84,1.92,0.73,1.19,12,10,49.34,87.76,2.65,-0.41
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,NSA3_BP,0.1,BP,2,3.63,9,52,4,64,127.1,1.85,1.05,2.76,0.39,0.98,2.42,0.73,1.69,13,10,43.58,89.23,2.38,1.08
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,NSA3_BP,0.1,BP,3,4.5,5,51,4,63,134.6,1.86,1.06,2.74,0.31,0.83,1.95,0.74,1.21,13,10,47.76,85.01,1.44,0.87
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,NSA3_BP,0.1,BP,4,4.51,6,62,3,66,107.3,1.13,0.72,2.46,0.44,0.9,2.69,0.95,1.74,20,10,49.01,84.51,1.02,1.01
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,NSA3_BP,0.1,BP,5,4.78,6,66,4,73,149,1.84,1.02,2.74,0.39,0.98,3.07,0.96,2.11,14,9,49.17,80.23,5.97,-4.22
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,NSA3_BP,0.1,BP,6,NA,NA,NA,NA,NA,NA,1.84,1.04,2.75,0.38,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,NSA3_BP,0.3,BP,1,4.35,6,41,3,66,107.9,1.62,0.69,2.14,0.33,0.78,2.37,0.79,1.58,14,10,54.87,84.05,0.77,1.23
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,NSA3_BP,0.3,BP,2,4.31,6,52,4,64,124.5,1.63,0.67,2.13,0.39,0.89,2.35,0.57,1.78,16,10,50.6,85.36,2.1,0.35
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,NSA3_BP,0.3,BP,3,3.63,6,44,4,65,123.4,1.64,0.67,2.12,0.33,0.77,2.67,0.98,1.69,16,10,50.99,82.6,3.76,-1.28
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,NSA3_BP,0.3,BP,4,3.68,5,54,4,69,145.3,0.92,1.89,2.48,0.42,0.88,2.32,0.79,1.53,16,10,49.6,87.01,0.65,1.86
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,NSA3_BP,0.3,BP,5,4.72,6,47,3,67,143.2,1.62,0.69,2.14,0.39,0.89,2.9,1.12,1.78,20,10,48.14,92.02,-0.01,3.45
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,NSA3_BP,0.3,BP,6,NA,NA,NA,NA,NA,NA,1.63,0.67,2.13,0.39,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,NSA3_BP,0.5,BP,1,5.73,5,59,4,69,124.8,1.76,0.73,2.15,0.32,0.74,2.6,0.98,1.62,16,10,54.02,87.47,2.08,-0.35
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,NSA3_BP,0.5,BP,2,5.46,6,45,4,77,124.3,1.74,0.75,2.17,0.39,0.84,2.18,1.05,1.13,16,10,50.66,80.68,2.96,-0.12
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,NSA3_BP,0.5,BP,3,4.49,6,49,3,73,129.2,1.74,0.74,2.16,0.32,0.74,2.96,1.12,1.84,15,10,51.51,79.83,8,-6.35
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,NSA3_BP,0.5,BP,4,4.29,7,54,4,71,131.6,1.35,0.76,2.12,0.39,0.88,2.66,1.08,1.58,16,10,49.03,81.67,5.96,-4.09
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,NSA3_BP,0.5,BP,5,4.28,6,46,3,69,139.9,1.76,0.77,2.17,0.39,0.84,2.45,1.04,1.41,15,10,48.69,84.06,5.63,-3
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,NSA3_BP,0.5,BP,6,NA,NA,NA,NA,NA,NA,1.74,0.75,2.17,0.39,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,NSA3_KW,0,KW,1,4.14,6,43.5,5,65,121.1,1.51,0.77,2.36,0.21,0.51,3.04,1.45,1.59,7,10,45.12,92.71,-0.99,3.32
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,NSA3_KW,0,KW,2,3.72,8,54,3,65,94.4,1.53,0.79,2.35,0.27,0.61,3.2,1.68,1.52,7,15,53.88,88.54,-0.63,2.86
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,NSA3_KW,0,KW,3,4.45,7,43,4,59,126.2,1.49,0.77,2.35,0.21,0.51,2.84,1.68,1.16,7,11,49.14,82.91,-0.63,1.61
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,NSA3_KW,0,KW,4,5.05,7,55,3,65,111.8,1.47,0.78,2.35,0.21,0.51,2.04,1.4,0.64,7,15,48.36,88.38,-0.49,1.67
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,NSA3_KW,0,KW,5,4.67,7,51,3,65,127.1,1.54,0.74,2.33,0.27,0.56,3.9,3.05,0.85,7,15,49.43,90.76,-0.54,2.66
plant,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,NSA3_KW,0,KW,6,NA,NA,NA,NA,NA,NA,1.47,0.78,2.35,0.21,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,NSA3_KW,0.1,KW,1,5.67,7,42,4,65,144.9,1.61,0.75,2.38,0.18,0.51,2.32,1.27,1.05,8,11,45.75,86.82,-0.39,2.65
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,NSA3_KW,0.1,KW,2,4.22,7,65,3,68,141.8,1.66,0.73,2.37,0.22,0.59,3.22,1.65,1.57,20,11,43.66,89.57,-0.9,3.79
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,NSA3_KW,0.1,KW,3,3.12,7,66,3,68,141.8,1.6,0.75,2.38,0.18,0.51,3.17,2.38,0.79,20,11,47.5,87.13,-0.38,1.84
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,NSA3_KW,0.1,KW,4,4.75,8,65,3,65,149.9,1.6,0.75,2.38,0.18,0.51,3.6,1.1,2.5,10,12,49.9,86.15,-0.81,4.17
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,NSA3_KW,0.1,KW,5,4.97,7,60,4,73,150.5,1.64,0.75,2.37,0.18,0.51,3.6,2.12,1.48,20,10,45.55,85.45,-1.18,4.55
plant,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,NSA3_KW,0.1,KW,6,NA,NA,NA,NA,NA,NA,1.6,0.75,2.38,0.18,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,NSA3_KW,0.3,KW,1,4.28,8,68,3,65,134.1,1.91,0.57,2.4,0.19,0.53,2.82,0.85,1.97,14,10,45.51,91.77,-0.73,3.54
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,NSA3_KW,0.3,KW,2,4.19,8,66,4,64,158.8,1.95,0.56,2.43,0.24,0.61,2.25,0.66,1.59,8,10,46.65,86.56,-0.5,2.56
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,NSA3_KW,0.3,KW,3,4.66,7,57,3,60,153,1.91,0.58,2.39,0.19,0.53,2.54,0.75,1.79,14,11,48.03,90.79,-0.53,2.28
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,NSA3_KW,0.3,KW,4,3.98,8,60,3,68,130,1.91,0.58,2.39,0.19,0.53,3.8,2.43,1.37,20,10,46.62,83.96,-0.55,3.16
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,NSA3_KW,0.3,KW,5,3.52,7,57,4,77,140.4,1.93,0.58,2.36,0.19,0.53,4.31,1.33,2.98,12,12,49.65,87.48,-0.6,2.11
plant,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,NSA3_KW,0.3,KW,6,NA,NA,NA,NA,NA,NA,1.91,0.58,2.39,0.19,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,NSA3_KW,0.5,KW,1,4.26,7,60,3,64,163.5,1.8,0.52,2.45,0.2,0.5,3.63,2.16,1.47,20,10,54.28,87.9,-0.27,2.65
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,NSA3_KW,0.5,KW,2,4.78,8,71,4,65,123.5,1.82,0.54,2.46,0.25,0.59,3.15,1.7,1.45,16,10,50.23,86.94,-0.28,1.57
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,NSA3_KW,0.5,KW,3,4.23,7,55,3,77,150.7,1.83,0.52,2.45,0.2,0.5,3.84,1.92,1.92,8,15,52.47,89.17,-0.81,3.27
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,NSA3_KW,0.5,KW,4,4.72,7,40,4,75,139.4,1.83,0.52,2.45,0.2,0.5,4.78,3.84,0.94,20,15,49.47,91.34,-0.8,4.42
plant,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,NSA3_KW,0.5,KW,5,3.66,7,68,3,68,122.9,1.82,0.52,2.47,0.2,0.5,3.7,1.79,1.91,16,15,47.59,93.03,-0.44,3.04
