condition,substrate,group,treatment_method ,treatment,concat,concentration,cultivar,samples,stem_volume,stem_nodes,length,bush,flowering_day,SPAD,T-N,P2O5,K2O,CaO,MgO,fresh_weight,dry_weight,A-B,vase_life_days,petals,petal_size,L,a,b
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_AG,PSA2_AG,0.5,AG,4,4.44,8,52,6,76,121.1,0.76,0.25,2.74,0.18,0.37,2.4,0.76,1.64,8,10,55.87,84.07,-11.44,25.55
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_AG,PSA2_AG,0.5,AG,5,3.32,8,45,6,59,97.6,0.76,0.28,2.72,0.18,0.37,2,0.67,1.33,8,10,50.62,75.56,-11.91,25.37
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_AG,PSA2_AG,0.5,AG,6,3.94,6,55,4,65,89.4,0.74,0.29,2.74,0.18,0.37,2.71,0.46,2.25,10,10,51.19,74.17,-13.16,27.16
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KP,PSA2_KP,0,KP,1,4.43,8,50.5,4,56,99.5,1.63,0.28,2.89,0.22,0.47,3.16,0.54,2.62,5,10,50.01,77.88,13.1,1.43
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KP,PSA2_KP,0,KP,2,4.96,8,47,4,59,89.6,1.68,0.25,2.87,0.27,0.56,3.09,0.84,2.25,3,9,52.66,72.88,20.03,1.96
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KP,PSA2_KP,0,KP,3,4.28,8,54.5,5,59,82.8,1.62,0.27,2.89,0.22,0.47,3.01,0.61,2.4,7,11,53.09,68.62,15.5,2.08
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KP,PSA2_KP,0,KP,4,4.57,7,49.5,5,59,82.6,1.62,0.27,2.89,0.22,0.47,3.39,0.43,2.96,7,11,54.12,82.93,10.97,3.08
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KP,PSA2_KP,0,KP,5,4.75,7,60.5,3,61,93.1,1.62,0.27,2.88,0.22,0.47,4.41,0.5,3.91,9,12,45.99,76.75,9.94,1.57
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KP,PSA2_KP,0,KP,6,3.74,8,65.5,3,59,72.6,1.61,0.27,2.89,0.22,0.47,2.44,0.72,1.72,7,12,50.36,78.04,10.28,1.63
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KP,PSA2_KP,0.1,KP,1,4.45,8,56,5,65,87.2,0.72,0.34,2.65,0.18,0.46,2.96,0.72,2.24,6,10,55.63,75.69,15.9,2.9
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KP,PSA2_KP,0.1,KP,2,4.25,7,65.6,3,64,90,0.73,0.35,2.66,0.23,0.56,2.7,0.65,2.05,7,13,40.32,78.81,15.17,3.69
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KP,PSA2_KP,0.1,KP,3,4.15,7,52,4,64,91.7,0.74,0.34,2.63,0.18,0.46,2.75,0.33,2.42,7,12,55.49,74.39,8.83,1.43
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KP,PSA2_KP,0.1,KP,4,4.92,7,50,4,65,99.8,0.72,0.34,2.65,0.18,0.46,2.42,0.56,1.86,7,13,53.24,71.41,8.44,3.59
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KP,PSA2_KP,0.1,KP,5,3.86,7,53.5,3,74,74.6,0.72,0.34,2.65,0.18,0.46,3.82,0.78,3.04,7,12,56.62,75.76,19.32,1.14
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KP,PSA2_KP,0.1,KP,6,4.07,6,40,4,75,75.1,0.72,0.34,2.65,0.18,0.46,3.16,0.56,2.6,6,10,54.28,83.83,7.33,2.83
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KP,PSA2_KP,0.3,KP,1,4.82,8,57.5,4,59,86,1.11,0.32,2.72,0.2,0.44,2.41,0.32,2.09,10,13,57.55,78.38,10.17,2.65
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KP,PSA2_KP,0.3,KP,2,5.52,8,64.8,5,59,90.9,1.15,0.36,2.76,0.25,0.54,2.46,0.51,1.95,8,10,55.69,80.21,8.45,3.97
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KP,PSA2_KP,0.3,KP,3,4.83,6,58.5,3,59,88.3,1.14,0.32,2.74,0.2,0.44,2.38,0.35,2.03,8,12,56.66,75.67,14.97,1.57
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KP,PSA2_KP,0.3,KP,4,4.37,8,54.5,4,59,83.4,1.16,0.32,2.75,0.22,0.44,2.62,0.67,1.95,8,10,59.12,75.37,16.31,1.44
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KP,PSA2_KP,0.3,KP,5,5.06,7,51.5,4,65,113.9,1.15,0.32,2.74,0.2,0.44,3.54,0.96,2.58,8,12,58.77,75.32,15.74,3.68
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KP,PSA2_KP,0.3,KP,6,4.5,7,55.5,4,62,89.3,1.16,0.33,2.75,0.22,0.44,2.2,0.31,1.89,10,13,54.26,79.43,10.52,3.39
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KP,PSA2_KP,0.5,KP,1,4.96,7,52.5,6,76,70.2,1.3,0.33,2.81,0.17,0.47,2.89,0.96,1.93,7,10,56.88,74.9,11.54,5.76
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KP,PSA2_KP,0.5,KP,2,5.45,7,57.5,5,59,78.1,1.32,0.34,2.85,0.22,0.58,1.6,0.38,1.22,5,10,57.91,80.64,12.98,4.61
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KP,PSA2_KP,0.5,KP,3,4.34,7,50,5,59,87.6,1.31,0.32,2.8,0.17,0.47,3.43,0.6,2.83,8,13,51.11,79.2,14.46,4.81
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KP,PSA2_KP,0.5,KP,4,4.15,8,50.5,6,61,76.6,1.3,0.32,2.8,0.17,0.47,2.62,0.43,2.19,8,10,56.54,78.55,7.67,5.65
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KP,PSA2_KP,0.5,KP,5,4.99,7,60.5,4,62,76.4,1.3,0.32,2.8,0.17,0.47,2.59,0.87,1.72,7,10,59.78,70.67,18.44,3.41
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KP,PSA2_KP,0.5,KP,6,5.03,8,63,5,65,91.1,1.33,0.32,2.8,0.17,0.47,2.94,0.51,2.43,7,10,54.44,80.51,8.3,2.33
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_BP,PSA2_BP,0,BP,1,4.34,6,43,5,56,98.6,1.16,0.39,2.62,0.31,0.59,2.26,0.52,1.74,7,11,43.21,88.35,1.91,1.74
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_BP,PSA2_BP,0,BP,2,4.99,6,51,6,73,96.6,1.18,0.35,2.66,0.38,0.68,2.87,0.47,2.4,9,12,40.69,31.41,37.29,-31.48
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_BP,PSA2_BP,0,BP,3,4.73,5,56,5,62,89.1,1.18,0.37,2.64,0.31,0.58,2.01,0.56,1.45,9,15,42.77,33.24,30.65,-25.69
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_BP,PSA2_BP,0,BP,4,3.84,5,51.5,4,59,110.6,1.18,0.35,2.66,0.38,0.68,2.51,0.61,1.9,9,14,45.89,67.86,13.02,-11.9
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_BP,PSA2_BP,0,BP,5,4.75,6,69,4,64,102.6,1.16,0.35,2.62,0.37,0.67,2.23,0.47,1.76,7,12,42.89,60.04,12.93,-12.03
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_BP,PSA2_BP,0,BP,6,5.3,6,54.5,5,65,116.6,1.18,0.35,2.64,0.38,0.68,2.52,0.78,1.74,7,10,40.97,71.49,9.93,-8.29
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_BP,PSA2_BP,0.1,BP,1,5.27,5,64.5,7,59,102.6,0.95,0.32,2.31,0.24,0.46,1.5,0.32,1.18,10,10,45.87,68.52,10.78,-9.89
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_BP,PSA2_BP,0.1,BP,2,5.87,5,62,7,60,130.4,0.96,0.34,2.33,0.29,0.54,1.69,0.36,1.33,7,10,40.4,65.61,15.96,-12.55
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_BP,PSA2_BP,0.1,BP,3,4.38,5,51,5,65,121.4,0.85,0.27,2.54,0.25,0.47,1.65,0.4,1.25,10,10,45.45,71.17,11.43,-8.47
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_BP,PSA2_BP,0.1,BP,4,4.89,6,62.5,6,65,113.8,0.96,0.34,2.33,0.29,0.54,2.56,0.53,2.03,8,9,45.88,63.93,15.42,-13.49
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_BP,PSA2_BP,0.1,BP,5,4.42,5,55,5,62,109,0.95,0.32,2.31,0.29,0.54,2.24,0.67,1.57,8,10,43.33,84.78,1.51,1.02
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_BP,PSA2_BP,0.1,BP,6,5.32,5,50.5,4,65,120.5,0.96,0.34,2.33,0.29,0.54,2.6,0.37,2.23,10,10,47.77,51.84,17.43,-14.86
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_BP,PSA2_BP,0.3,BP,1,5.22,6,65.5,6,59,112.6,0.94,0.35,2.55,0.26,0.52,2.47,0.54,1.93,8,9,45.98,78.75,3.16,1.25
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_BP,PSA2_BP,0.3,BP,2,5.28,6,64.5,5,60,117.3,0.98,0.35,2.56,0.32,0.6,2.53,0.59,1.94,10,10,48,81.03,3.39,-0.45
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_BP,PSA2_BP,0.3,BP,3,5,6,54.5,5,61,105.5,0.97,0.34,2.22,0.31,0.49,2.88,0.49,2.39,10,10,45.36,40.27,27.5,-22.69
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_BP,PSA2_BP,0.3,BP,4,5.94,6,63,7,62,96.9,0.97,0.34,2.55,0.32,0.6,2.25,0.38,1.87,10,10,52.87,54.71,20.48,-16.12
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_BP,PSA2_BP,0.3,BP,5,4.37,5,56.5,6,65,105.4,0.94,0.33,2.53,0.32,0.61,2.65,0.72,1.93,10,10,47.77,68.78,10.7,-8.33
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_BP,PSA2_BP,0.3,BP,6,5.37,5,59.5,7,76,104.9,0.97,0.34,2.55,0.32,0.6,1.96,0.52,1.44,10,10,45.92,83.74,2.49,0.91
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_BP,PSA2_BP,0.5,BP,1,4.37,6,53.5,6,77,111.6,0.96,0.34,2.76,0.24,0.51,3.47,0.6,2.87,12,10,51.84,53.18,11.64,-10.12
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_BP,PSA2_BP,0.5,BP,2,4.45,6,49,5,59,99.6,0.98,0.36,2.74,0.29,0.6,2.41,0.76,1.65,7,10,46.74,62.65,13.46,-10.19
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_BP,PSA2_BP,0.5,BP,3,4.52,6,54.5,5,62,137.6,0.77,0.49,2.28,0.31,0.49,2.64,0.65,1.99,12,10,47.17,26.43,33.58,-25.99
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_BP,PSA2_BP,0.5,BP,4,4.7,6,51.5,6,65,119,0.98,0.36,2.74,0.29,0.61,2.11,0.32,1.79,12,11,43.12,77.61,7.08,-3.87
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_BP,PSA2_BP,0.5,BP,5,3.94,5,47,5,65,106.6,0.96,0.34,2.76,0.29,0.6,1.96,0.44,1.52,10,10,46.54,52.55,22.3,-18.11
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_BP,PSA2_BP,0.5,BP,6,3.95,5,52.5,4,75,104,0.98,0.36,2.74,0.29,0.61,2.17,0.32,1.85,10,10,46.01,48.22,21.17,-17.09
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KW,PSA2_KW,0,KW,1,4.08,8,66.5,3,64,99,1.34,0.35,2.36,0.24,0.47,3.71,0.61,3.1,7,11,42.98,86.24,-2.15,6.58
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KW,PSA2_KW,0,KW,2,4.92,7,63.5,3,65,74.5,1.36,0.38,2.32,0.31,0.57,3.9,0.68,3.22,7,13,44.62,90.57,-0.85,3.83
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KW,PSA2_KW,0,KW,3,3.86,7,56.7,3,65,90.8,1.33,0.37,2.35,0.24,0.47,3.36,0.63,2.73,7,11,42.36,87.73,-0.53,2.32
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KW,PSA2_KW,0,KW,4,4.03,7,54.5,2,65,117.7,1.31,0.37,2.38,0.24,0.47,3.64,0.47,3.17,7,14,44.06,85.13,-2.29,7.68
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KW,PSA2_KW,0,KW,5,4.63,7,63.5,4,63,134,1.33,0.37,2.34,0.24,0.47,4.54,0.43,4.11,7,11,40.88,90.19,-0.7,3.84
plant,soil,PSA2,PSA2_0.0,PSA2_0.0_KW,PSA2_KW,0,KW,6,4.89,7,61,4,60,125.1,1.31,0.37,2.38,0.24,0.47,2.94,0.85,2.09,10,15,41.22,91.9,-0.79,3.35
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KW,PSA2_KW,0.1,KW,1,4.36,7,66.5,4,61,109.4,0.83,0.41,1.91,0.2,0.35,4.4,0.65,3.75,10,14,47.12,82.71,0.02,2.05
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KW,PSA2_KW,0.1,KW,2,4.23,7,67,6,65,128.7,0.86,0.45,1.98,0.24,0.41,1.01,0.49,0.52,10,14,48.55,89.11,-0.94,5.4
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KW,PSA2_KW,0.1,KW,3,4.26,7,58.5,5,65,119.4,0.81,0.42,1.93,0.2,0.35,1.61,0.69,0.92,8,15,51,91.42,0.03,2.6
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KW,PSA2_KW,0.1,KW,4,4.29,7,64.5,4,60,125.5,0.83,0.41,1.91,0.2,0.35,3.09,0.64,2.45,8,14,44.21,91.76,0.14,2.45
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KW,PSA2_KW,0.1,KW,5,4.13,7,65.5,5,62,130.5,0.83,0.41,1.91,0.2,0.35,3.72,0.4,3.32,12,14,40.23,91.54,0.17,2.49
plant,soil,PSA2,PSA2_0.1,PSA2_0.1_KW,PSA2_KW,0.1,KW,6,4.41,6,58.5,4,64,112.5,0.83,0.41,1.91,0.2,0.35,3.58,0.61,2.97,10,13,42.47,91.03,-0.11,3.56
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KW,PSA2_KW,0.3,KW,1,4.5,7,63.5,4,65,133.8,0.74,0.42,1.89,0.24,0.4,3.81,0.53,3.28,10,11,44.31,82.02,-0.44,4.25
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KW,PSA2_KW,0.3,KW,2,4.05,6,59.5,5,59,124.7,0.72,0.44,1.88,0.28,0.46,3.12,0.66,2.46,8,10,42.65,91.11,-0.13,2.6
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KW,PSA2_KW,0.3,KW,3,4.88,7,60,5,59,130.6,0.76,0.43,1.87,0.23,0.4,5.42,0.69,4.73,12,14,45.77,85.1,-0.69,4.87
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KW,PSA2_KW,0.3,KW,4,4.36,6,58,4,77,115.7,0.75,0.42,1.89,0.24,0.4,2.71,0.38,2.33,7,10,48.26,90.76,-0.09,2.87
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KW,PSA2_KW,0.3,KW,5,5.2,6,49.5,4,62,89.4,0.74,0.44,1.89,0.24,0.41,2.91,0.63,2.28,8,10,45.54,91.26,-0.59,4.68
plant,soil,PSA2,PSA2_0.3,PSA2_0.3_KW,PSA2_KW,0.3,KW,6,4.04,6,50,5,65,115,0.75,0.42,1.89,0.24,0.4,3.73,0.42,3.31,12,14,53.33,88.62,-1.13,5.2
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KW,PSA2_KW,0.5,KW,1,4.44,7,68,7,76,89.1,0.29,2.75,1.81,0.22,0.35,4.2,0.45,3.75,12,10,41.12,91.34,-1.67,6.8
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KW,PSA2_KW,0.5,KW,2,4.09,6,52.5,4,62,67.2,0.27,2.76,1.85,0.27,0.4,3.86,0.39,3.47,10,10,45.54,87.86,-2.96,9.99
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KW,PSA2_KW,0.5,KW,3,4.63,7,58,4,65,103.8,0.28,2.74,1.81,0.22,0.35,4.26,0.77,3.49,12,14,49.66,89.55,-0.73,3.93
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KW,PSA2_KW,0.5,KW,4,5.04,7,66.5,5,65,98.6,0.28,2.74,1.81,0.22,0.35,3.67,0.43,3.24,10,10,48.77,88.44,-0.46,3.56
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KW,PSA2_KW,0.5,KW,5,5.02,6,70,5,65,101.9,0.28,2.74,1.81,0.22,0.35,4.43,0.9,3.53,10,10,42.65,91.66,-2.24,7.56
plant,soil,PSA2,PSA2_0.5,PSA2_0.5_KW,PSA2_KW,0.5,KW,6,5,6,58,4,75,137.7,0.28,2.74,1.81,0.22,0.35,3.11,0.42,2.69,8,10,45.19,88.33,-1.53,6.29
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_AG,PSC1_AG,0,AG,1,3.73,8,58.5,5,56,104.5,1.18,0.32,3.08,0.13,0.44,1.97,0.35,1.62,3,9,47.12,77.71,-8.35,17.8
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_AG,PSC1_AG,0,AG,2,3.86,8,58,4,59,114,1.19,0.36,3.09,0.13,0.44,2.58,0.51,2.07,7,10,40.62,81.02,-8.86,17.21
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_AG,PSC1_AG,0,AG,3,3.65,8,47,4,59,99.9,1.16,0.33,3.09,0.13,0.43,2.21,0.37,1.84,10,13,50.35,83.47,-10.28,19.79
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_AG,PSC1_AG,0,AG,4,4.33,7,49,3,59,108.4,1.18,0.36,3.08,0.13,0.44,2.34,0.66,1.68,8,12,43.01,84.94,-12.09,24.94
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_AG,PSC1_AG,0,AG,5,4.03,7,61.5,4,57,96.6,1.19,0.31,3.06,0.13,0.43,2.63,0.23,2.4,9,11,42.23,83.54,-12.54,28.63
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_AG,PSC1_AG,0,AG,6,3.67,8,50.5,4,68,91.4,1.18,0.32,3.09,0.13,0.44,2.54,0.59,1.95,11,14,49.95,63.96,12.37,24.81
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_AG,PSC1_AG,0.3,AG,1,3.87,8,48,5,59,113.3,1.11,0.32,3.37,0.13,0.4,2.41,0.61,1.8,8,10,45.33,83.67,-9.28,23.6
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_AG,PSC1_AG,0.3,AG,2,3.92,9,52,5,59,115.2,1.13,0.38,3.39,0.14,0.4,1.76,0.72,1.04,7,10,43.65,85.16,-7.32,18.5
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_AG,PSC1_AG,0.3,AG,3,3.69,8,49.5,6,59,103.1,1.14,0.34,3.38,0.13,0.4,2.05,0.8,1.25,5,10,48.88,81.93,-6.98,15.59
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_AG,PSC1_AG,0.3,AG,4,3.62,9,60,5,59,103.9,1.13,0.38,3.39,0.14,0.4,3.03,0.75,2.28,10,11,47.95,82.2,-10.05,22.98
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_AG,PSC1_AG,0.3,AG,5,3.9,10,60,3,65,112.7,1.13,0.32,3.36,0.14,0.4,1.93,0.67,1.26,7,10,50.25,85.32,-9.89,23.8
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_AG,PSC1_AG,0.3,AG,6,3.5,9,56.5,4,59,113.3,1.13,0.31,3.35,0.13,0.4,2.74,0.6,2.14,10,12,46.65,85.16,-7.32,18.5
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_AG,PSC1_AG,0.5,AG,1,4.27,8,51.5,5,59,99.6,1.02,0.3,3.5,0.15,0.41,2.56,0.66,1.9,12,11,47.11,89.13,-8.7,18.87
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_AG,PSC1_AG,0.5,AG,2,4.15,10,56.5,5,60,116.8,1.05,0.35,3.56,0.15,0.42,2.14,0.53,1.61,12,12,43.32,86.03,-7.93,17.6
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_AG,PSC1_AG,0.5,AG,3,3.86,8,48.5,3,61,104.9,1.04,0.29,3.49,0.15,0.41,2.32,0.79,1.53,8,11,46.55,83.58,-9.77,19.74
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_AG,PSC1_AG,0.5,AG,4,3.17,9,46.5,3,68,113.6,1.05,0.35,3.56,0.15,0.42,1.82,0.85,0.97,7,9,47.17,85.73,-7.36,16.95
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_AG,PSC1_AG,0.5,AG,5,3.81,9,54.5,4,68,104.7,1.02,0.3,3.5,0.15,0.41,2.23,0.55,1.68,12,11,45.65,76.6,-7,14.39
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_AG,PSC1_AG,0.5,AG,6,4.2,9,60,6,65,112.8,1.04,0.29,3.49,0.15,0.41,2.43,0.71,1.72,11,10,46.46,67.81,-8.92,17.58
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_AG,PSC1_AG,1,AG,1,3.3,8,50,5,65,84.4,0.83,0.29,2.87,0.16,0.41,2.88,0.56,2.32,12,12,48.12,82.92,-12.64,26
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_AG,PSC1_AG,1,AG,2,4.68,9,56,3,62,92.1,0.88,0.25,2.82,0.16,0.41,2.77,0.64,2.13,11,10,43.32,76.81,-6.74,14.12
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_AG,PSC1_AG,1,AG,3,3.14,7,54.5,3,64,65.5,0.85,0.27,2.86,0.16,0.4,3.18,0.82,2.36,11,11,50.45,85.91,-10.6,19.09
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_AG,PSC1_AG,1,AG,4,4.25,10,53.5,4,65,110,0.88,0.25,2.82,0.16,0.41,2.68,0.75,1.93,8,10,45.78,84.23,-10.84,22.04
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_AG,PSC1_AG,1,AG,5,3.91,9,53,4,68,96.9,0.84,0.27,2.86,0.16,0.42,2.55,0.54,2.01,12,12,51,85.3,-8.16,16.51
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_AG,PSC1_AG,1,AG,6,3.72,8,50.5,4,73,93.2,0.81,0.27,2.87,0.16,0.41,2.05,0.64,1.41,5,10,43.33,77.13,-10.09,21.76
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KP,PSC1_KP,0,KP,1,4.43,8,50.5,4,56,99.5,1.63,0.28,2.89,0.22,0.47,3.16,0.54,2.62,5,10,50.01,77.88,13.1,1.43
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KP,PSC1_KP,0,KP,2,4.96,8,47,4,59,89.6,1.68,0.25,2.87,0.27,0.56,3.09,0.84,2.25,3,9,52.66,72.88,20.03,1.96
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KP,PSC1_KP,0,KP,3,4.28,8,54.5,5,59,82.8,1.62,0.27,2.89,0.22,0.47,3.01,0.61,2.4,7,11,53.09,68.62,15.5,2.08
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KP,PSC1_KP,0,KP,4,4.57,7,49.5,5,59,82.6,1.62,0.27,2.89,0.22,0.47,3.39,0.43,2.96,7,11,54.12,82.93,10.97,3.08
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KP,PSC1_KP,0,KP,5,4.75,7,60.5,3,61,93.1,1.62,0.27,2.88,0.22,0.47,4.41,0.5,3.91,9,12,45.99,76.75,9.94,1.57
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KP,PSC1_KP,0,KP,6,3.74,8,65.5,3,59,72.6,1.61,0.27,2.89,0.22,0.47,2.44,0.72,1.72,7,12,50.36,78.04,10.28,1.63
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KP,PSC1_KP,0.3,KP,1,3.21,7,54,3,56,79.7,2.21,0.33,2.93,0.2,0.48,3.13,0.44,2.69,8,10,47.77,85.45,8.02,6.26
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KP,PSC1_KP,0.3,KP,2,3.15,7,46.5,4,56,54.1,2.24,0.38,2.98,0.25,0.57,2.21,0.78,1.43,4,9,46.01,71.71,13.48,1.01
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KP,PSC1_KP,0.3,KP,3,4.13,7,57.5,3,59,83.2,2.22,0.33,2.92,0.2,0.48,1.21,0.51,0.7,4,7,55.02,85.69,6.93,4.05
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KP,PSC1_KP,0.3,KP,4,4.37,8,60.5,5,59,96.1,2.22,0.33,2.92,0.2,0.48,3.16,0.58,2.58,8,11,49.35,77.06,19.16,2.18
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KP,PSC1_KP,0.3,KP,5,5,8,52.5,4,59,88.9,2.21,0.35,2.94,0.21,0.48,2.25,0.5,1.75,3,10,50.74,77.56,12.83,3.06
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KP,PSC1_KP,0.3,KP,6,4.63,8,54.5,3,61,76.4,2.21,0.35,2.94,0.21,0.48,2.53,0.48,2.05,7,10,45.66,79.04,9.73,1.49
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KP,PSC1_KP,0.5,KP,1,5.02,9,47.5,5,62,78.9,1.4,0.3,2.91,0.21,0.48,3.71,0.56,3.15,7,11,54.47,81.6,10.43,4.45
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KP,PSC1_KP,0.5,KP,2,4.35,8,47,4,59,103.4,1.45,0.35,2.97,0.25,0.56,1.84,0.48,1.36,3,10,55.08,48.63,5.41,7.69
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KP,PSC1_KP,0.5,KP,3,4.26,8,61,4,59,90.9,1.39,0.29,2.9,0.21,0.48,2.92,0.85,2.07,5,10,54.33,82.28,9.75,3.93
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KP,PSC1_KP,0.5,KP,4,3.91,9,56.5,5,59,97,1.39,0.29,2.9,0.21,0.48,2.51,0.73,1.78,8,12,50.12,84.74,8.15,3.26
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KP,PSC1_KP,0.5,KP,5,4.02,9,61,5,64,75.2,1.39,0.29,2.9,0.21,0.48,2.69,0.52,2.17,8,11,52.39,81.04,11.88,3.37
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KP,PSC1_KP,0.5,KP,6,5.49,8,49.5,4,59,76.8,1.37,0.29,2.92,0.21,0.48,3.1,1,2.1,7,13,50.62,82.18,9.52,4.22
