condition,substrate,group,treatment method ,treatment,treat No.,cultivar,number,samples,L_1,a_1,b_1,L_6,a_6,b_6,L_9,a_9,b_9,L_11,a_11,b_11,L_14,a_14,b_14
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,3,79.62,3.37,-2.59,82.23,3.01,-2.85,60.18,6.99,-4.36,62.9,14.56,-13.6,61.17,11.9,-7.67
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,4,62.42,3.67,-2.74,44.68,26.82,-24.28,65.6,16.25,-14.98,56.07,17.27,-15.73,50.47,21.47,-20.51
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,4,63.38,4.07,-2.53,44.53,26.46,-23.9,63.9,17.13,-15.83,56.44,16.95,-15.55,50.58,21.47,-20.32
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,4,64.74,4.29,-2.44,44.94,26.31,-23.69,63.73,17.15,-15.9,56.59,16.89,-15.54,50.53,21.44,-20.31
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,5,42.16,26.66,-21.7,49.29,24.86,-21.93,47.75,27.28,-23.07,52.33,20.92,-18.56,59.13,17.12,-15.86
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,5,43.78,31.43,-26.03,49.25,24.29,-21.56,48.67,24.07,-20.68,50.17,21.82,-18.68,58.49,17.16,-15.94
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,5,43.69,22.68,-27,49.22,24.25,-21.51,49.93,24.3,-20.9,49.93,21.52,-18.66,58.63,17.31,-15.94
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,6,45.79,22.38,-19.22,39.49,34.83,-30.25,53.99,19.65,-17.66,70.63,9.91,-8.62,69.99,10.71,-10.12
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,6,44.88,22.81,-19.51,38.48,33.57,-29.13,53.33,19.77,-17.84,58.8,11.17,-10,71.08,10.7,-10.1
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,6,44.45,23.03,-19.58,38.11,33.14,-28.9,53.11,19.77,-17.96,58.79,11.47,-10.22,71.47,10.73,-10.09
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,7,48.44,27.75,-26.22,43.85,27.95,-26.11,47.59,30.44,-29.41,54.77,19.8,-19.59,54.44,21.06,-20.57
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,7,48.43,27.72,-26.31,43.26,28.51,-26.68,47.67,30.32,-29.35,61.36,16.69,-15.05,54.1,21.11,-20.58
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,7,48.76,27.55,-26.08,43.61,28.62,-26.81,47.82,30.39,-29.33,55.98,20.15,-18.45,54.01,21.16,-20.56
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,8,53.03,21.63,-19.51,47.46,26.77,-23.91,54.73,22.15,-20.16,67.93,12.97,-10.48,49.3,20.82,-19.29
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,8,50.04,23.79,-21,47.34,27.5,-24.49,55.57,21.99,-20.06,67.55,12.86,-10.59,49.62,20.98,-19.31
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,8,50.54,23.81,-21.13,47.16,27.88,-24.76,55.83,21.91,-20,67.69,12.9,-10.6,49.91,21.02,-19.34
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,9,66.29,16.8,-16.65,77.74,5.81,-5.84,74.67,1.38,0.11,91.27,-0.51,5.71,65.84,12.45,-10.81
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,9,66.78,16.6,-16.4,74.15,5.53,-5.35,77.28,2.37,-1.6,90.85,-0.42,5.36,65.92,12.43,-10.7
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,9,67.07,16.44,-16.27,74.75,5.19,-5.13,77.33,2.3,-1.5,91.07,-0.49,5.35,66.04,12.33,-10.73
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,10,70.88,6.63,-5.69,71.13,11.39,-10.92,68.88,16.17,-14.58,90.87,-0.6,4.41,61.71,-1.33,5.66
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,10,70.2,6.82,-5.99,68.64,12.68,-12.25,70.64,13.36,-12.31,90.74,-0.59,4.44,91.89,-1.42,5.72
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,10,70.04,6.85,-6.03,70.4,12,-11.43,70.86,13.21,-12.17,90.8,-0.58,4.44,92.16,-1.43,5.82
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,11,68.12,2.16,0.18,81.79,-0.43,2.56,68.46,11.6,-11.37,93,-1,6.03,71.31,8.51,-1.74
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,11,63.12,2.81,0.13,80.46,-0.19,1.99,62.1,12.6,-12.68,92.64,-0.93,5.87,71.3,8.49,-1.8
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,11,64.22,2.68,-0.12,81.07,-0.16,1.91,62.21,12.64,-12.79,92.63,-0.97,5.95,71.2,8.61,-1.89
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,1,12,55.01,21.23,-22.12,53.06,21.01,-21.57,56.25,19.33,-21.47,59.75,18.47,-18.79,55.58,17.57,-19.12
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,2,12,54.56,21.25,-22.14,55.44,19.47,-20.09,55.62,19.03,-20.95,59.52,18.56,-18.85,56.1,17.49,-19.07
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_BP,3,BP,3,12,54.76,21.14,-22.06,57.41,18.42,-19.21,56.78,18.9,-20.8,59.59,18.55,-18.79,56.2,17.49,-18.94
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,1,40.98,30.63,-27.46,66.92,17.93,-17.01,47.51,3.36,0.5,51.86,23.3,-22.86,43.35,20.88,-17.18
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,1,40.18,31.43,-28.04,70.92,12.65,-12.24,62.33,2.93,-0.49,58.83,23.45,-22.94,43.22,21.43,-18
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,1,47.24,30.88,-27.19,70.53,13.29,-12.71,65.63,2.51,-0.53,58.82,23.33,-22.92,44.47,20.99,-17.47
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,2,45.72,30.38,-27.66,71.83,6.07,-5.41,67.46,15.71,-14.57,52.25,23.61,-21.75,51.31,21.61,-19.54
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,2,46.57,31.49,-28.2,71.44,5.91,-5.22,64.07,19.26,-18.29,51.59,22.86,-21.89,51.62,21.41,-19.51
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,2,46.45,26.15,-23.57,73.02,5.61,-4.87,59.16,24.15,-22.7,51.42,22.81,-21.84,51.69,21.46,-19.5
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,3,42.38,33.08,-28.45,64.64,11.82,-11.77,47.67,23.52,-21.66,80.49,0.67,10.48,53.4,17.14,-13.35
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,3,41.41,33.31,-28.39,55.22,6.53,-5.27,48.04,23.5,-21.65,80.61,0.77,10.08,53.35,17.16,-13.37
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,3,41.31,33,-28.08,63.55,5.18,-4.58,48.35,23.34,-21.48,80.94,0.96,9.97,53.27,17.27,-13.4
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,4,59.12,17.42,-14.35,46.52,19.9,-16.29,42.74,30.59,-23.52,46.89,23.82,-21.87,53.03,20.71,-17.32
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,4,54.96,19.62,-16.1,50.09,15.22,-12.55,42.26,30.71,-23.67,47.82,23.64,-20.88,53.48,20.74,-17.33
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,4,55.4,19.3,16,56.99,14.42,-12.17,42.08,30.52,-23.74,47.3,23.57,-20.95,53.72,20.86,-17.27
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,5,50.31,25.35,-24.93,51.75,24.52,-24.13,55.39,20.73,-21.34,79.04,6.67,-4.46,52.96,18.84,-16.85
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,5,47.94,27.82,-26.95,52.64,24.55,-24.11,55.41,20.83,-21.47,78.64,7.15,-4.81,52.87,18.85,-16.88
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,5,47.09,29.19,-27.81,52.58,24.39,-24.19,55.65,20.96,-21.57,76.96,7.42,-5.18,52.96,19.07,-16.86
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,6,47.1,22.59,-21.48,65.22,10.04,-10.15,80.63,6.72,-6.01,68.15,14.94,-13.8,46.75,22.38,-20.97
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,6,51.76,20.62,-19.73,62.57,14.97,-15.2,82.76,4.29,-3.43,68.29,314.95,-13.68,46.52,22.39,-20.88
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,6,66.93,11.6,-12.19,63.07,16.23,-16.57,84.03,4.04,-3,68.27,14.85,-13.64,46.74,22.63,-20.91
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,7,55.25,18.36,-17.23,85.06,0.56,-0.55,51.81,15,-14.2,82.84,6.24,-4.41,61.01,12.39,-8.17
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,7,48.58,24.29,-22.43,84.83,0.57,-0.5,53.19,11.94,-10.63,78.1,8.71,-7.49,59.16,12.94,-8.77
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,7,48.28,24.47,-22.64,84.66,0.53,-0.46,61.78,12.11,-11.25,77.57,9.08,-7.91,46.07,17.46,-13.67
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,8,71.51,11.1,-11.63,71.88,10.98,-10.29,79.62,4.11,-2.21,83.6,3.2,0.1,49.33,23.47,-22.86
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,8,70.63,11.57,-12.07,54.38,19.05,-17.9,78.67,2.67,-0.57,83.13,3.32,-0.03,47.58,21.27,-19.63
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,8,70.65,11.93,-12.25,69.71,11.83,-11.69,80.8,2.23,-0.04,84.23,3.12,0.34,47.46,21.32,-19.71
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,9,82.5,3.43,-3.4,71.02,10.21,-9.87,62.6,13.9,-12.5,46.49,24.81,-22,69.7,13.19,-9.95
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,9,68.95,13.69,-13.82,68.31,10.73,-10.2,65.53,11.19,-9.97,46.45,24.82,-22.01,69.84,13.17,-9.92
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,9,67.78,14.81,-14.94,68.12,10.8,-10.21,64.88,12.07,-10.97,46.42,24.78,-22.18,69.93,13.36,-9.88
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,10,60.92,21.05,-20.51,74.42,8.13,-8.59,86.16,0.69,0.65,53.91,22.23,-20.07,57.36,19.65,-19.9
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,10,60.65,21.43,-20.86,76.69,7.08,-7.49,87.18,0.53,0.83,52.21,22.52,-20.07,57.45,19.59,-19.86
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,10,60.64,21.43,-20.85,76.84,7.09,-7.48,88.23,0.37,0.96,47.67,24.72,-21.56,57.58,19.66,-19.77
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,11,55.8,18.72,-18.3,50.19,26.59,-25.52,50.63,23.92,-21.52,83.61,3.85,1.14,51.18,21.57,-20.09
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,11,52.92,21.51,-20.85,50.03,24.86,-24.13,50.12,24.95,-22.4,60.1,16.09,-11.91,51.36,21.73,-20.09
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,11,52.61,22.43,-21.53,51.56,24.8,-23.99,50.47,26.05,-23.39,55.79,18.43,-14.05,51.21,21.67,-20.23
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,1,12,59.76,19.49,-18.56,54.82,17.3,-16.3,49.66,24.94,-22.66,69.91,13.9,-13.25,46.47,21.46,-20.72
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,2,12,57,22.47,-21.4,56.56,17.09,-16.51,48.57,25.49,-22.73,68.07,14.54,-13.85,46.19,21.61,-20.91
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_BP,4,BP,3,12,54.45,24.13,-22.55,57.44,17.2,-16.49,47.83,25.6,-22.71,67.38,14.79,-14.09,46.64,21.7,-21.12
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,1,86.67,-2.21,4.31,89.81,-1,4.44,88.92,-0.5,2.13,88.37,-0.67,2.97,86.95,-1.49,13.65
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,1,84.82,-2.29,4.55,89.76,-1.05,4.45,89.01,-0.5,2.11,88.34,-0.78,3.14,86.64,-1.44,13.71
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,1,83.35,-2.28,5,89.63,-1.06,4.44,88.61,-0.54,2.04,89.3,-0.75,3.39,86.54,-1.25,13.99
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,2,86.05,-3.1,6.15,93.02,-1.05,4.99,90.98,-1.24,4.28,91.59,-0.87,3.11,86.04,-1.49,6.49
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,2,88.03,-3.24,6.29,91.88,-0.94,4.47,91.28,-1.27,4.37,91.62,-0.99,3.11,86.95,-1.67,5.97
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,2,88.03,-3.3,6.38,92.21,-1.02,4.58,92.06,-1.32,4.59,91.77,-1,3.12,89.4,-1.94,6.37
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,3,84.06,-2.16,3.57,88.77,-1.05,5.31,88.91,-0.68,3.12,77.05,0.05,2.23,88.26,-1.69,9.96
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,3,83.96,-2.64,5.44,88.08,-1.03,4.82,88.24,-0.8,3.71,80.53,-0.21,1.83,88.7,-1.75,9.92
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,3,82.48,-2.61,5.7,89.63,-1.27,5.71,87.05,-0.83,4.05,81.11,-0.22,2.05,87.97,-1.68,9.89
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,4,81.86,-1.49,2.48,89.39,-0.83,5.8,87.1,-0.97,4.2,68.52,-0.37,12.88,80.22,-1.67,7.81
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,4,85.41,-1.87,3.04,87.64,-0.77,5.58,85.46,-0.72,9.92,71.16,-0.35,12.9,80.14,-1.67,7.42
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,4,85.72,-1.92,3.1,87.69,-0.69,5.56,86.21,-0.86,9.85,70.95,-0.48,13.14,83.02,-1.34,6.26
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,5,84.02,-2.2,4.24,81.85,-0.13,2.21,85.94,-0.83,10.34,90.94,-0.82,4.35,83.14,-1.59,13.79
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,5,82.86,-1.9,4.01,83.59,-0.18,2.33,89.38,-0.75,3.16,91.42,-0.81,4.35,83.07,-1.58,13.77
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,5,82.95,-1.88,4.04,84.23,-0.37,2.58,89.61,-0.83,3.22,91.49,-0.83,4.37,82.85,-1.51,14.08
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,6,83.11,-1.93,3.86,91.52,-1.28,6.42,89.69,-0.81,3.2,89.42,-1.4,5.77,83.22,-1.69,9.24
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,6,83.09,-1.79,3.75,90.62,-1.28,6.28,91.99,-1.49,7.66,89.79,-1.37,5.73,82.87,-2.01,9.84
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,6,83.81,-2.03,3.87,90.49,-1.45,6.31,90.44,-1.24,6.06,89.99,-1.41,5.77,82.78,-1.58,9.94
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,7,82.12,-2.04,3.89,91.84,-0.4,4.35,90.99,-1.35,6.51,91.19,-1.17,5.69,88.92,-0.86,8.87
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,7,82.19,-2,3.88,92.3,-0.42,4.6,89.4,-1.64,9.4,91.19,-1.11,5.67,87.44,-0.84,8.53
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,7,82.07,-2.08,3.79,92.26,-0.43,4.67,89.51,-2.16,10.63,91.26,-1.08,5.7,88.47,-0.82,8.86
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,8,81.18,-2.77,5.93,89.36,-2.07,7.75,86.73,-2.26,10.09,90.67,-0.91,3.58,88.88,-2,6.62
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,8,79.68,-3.09,6.81,90.69,-2.13,7.91,90.83,-2.55,11.64,90.81,-1.02,3.62,89,-2.06,6.8
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,8,80.37,-3.37,7.66,90.31,-2.13,7.78,87.7,-2.6,9.42,90.37,-0.92,3.54,89.05,-2.18,6.99
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,9,67.57,-0.04,3.13,88.81,-0.36,2.73,87.6,-2.65,9.31,89.76,-1.42,4.5,90.06,-1.61,10.73
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,9,69.72,-0.38,3.36,88.33,-0.26,2.57,87.78,-2.61,9.33,89.24,-1.3,4.24,88.3,-1.76,11.25
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,9,70.3,-0.46,3.35,87.72,-0.26,2.47,83.07,-0.25,1.87,89.32,-1.22,4.23,86.18,-1.57,10.24
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,10,65.16,0.52,1.57,89.42,-0.59,3.21,78.67,-0.24,2.68,91.04,-1.79,7.3,87.2,-1.16,12.73
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,10,66.97,0.24,1.59,89.22,-0.48,3.13,90.99,-0.78,2.99,91.76,-1.82,7.41,86.24,-1.06,12.75
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,10,66.25,0.37,1.57,89.15,-0.6,3.09,90.56,-1.25,4.79,91.89,-1.79,7.46,85.83,-1.11,12.77
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,11,63.67,-1.86,6.6,87.15,-1.94,5.62,91.2,-1.35,5.13,92.07,-1.75,5.58,88.3,-3.88,13.13
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,11,70.15,-2.79,6.84,86.95,-1.83,5.32,91.48,-1.26,5.22,91.31,-1.9,5.41,89.38,-3.83,13.23
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,11,70.91,-2.9,6.83,83.58,-1.77,5.39,82.65,-1.73,4.96,92.33,-2.06,6.1,89.52,-3.85,13.31
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,12,52.48,0.93,4.18,89.82,-2.17,7.47,80.13,-1.39,4.42,87.14,-1.45,11.31,78.98,1.08,18
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,12,55,0.38,3.09,89.99,-2.16,7.54,81.53,-1.51,4.64,87.56,-1.47,11.61,78.41,0.93,17.79
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,12,56.35,0.25,4.09,90.18,-2.26,7.69,86.95,-2.63,11.82,87.5,-1.45,11.55,78.75,1.02,17.96
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,1,84.13,-2.73,5.11,60.56,3.28,7.74,93.57,-1.4,4.91,90.48,-1.56,4.8,93.11,-1.81,6.73
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,1,81.87,-2.55,4.64,64.32,0.19,4.31,93.09,-1.08,3.9,90.83,-1.53,4.92,93.25,-1.92,6.78
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,1,81.51,-2.54,4.63,65.64,0.03,4.66,92.21,-1.62,6.61,90.79,-1.54,4.77,93.48,-1.8,6.96
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,2,82.1,-1.51,2.68,84.28,-0.12,2.35,88.58,-0.37,2.23,92.42,-1.65,7.26,88.7,-1.68,10.97
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,2,83.98,-1.71,2.87,83.69,-0.03,2.18,88.22,-0.29,2.34,92.71,-1.69,7.43,89.12,-1.71,10.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,2,84.72,-1.9,3.02,85.83,-0.39,2.63,88.14,-0.38,2.47,92.66,-1.62,7.42,90.29,-1.75,10.79
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,3,63.77,-0.19,2.81,85.08,-0.5,3.52,61.4,0.59,12.09,89.03,-1.94,6.06,87.79,-1.26,12.43
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,3,63.14,-0.08,2.76,85.59,-0.62,3.5,67.16,-0.5,17.08,89.4,-2.03,6.22,88.25,-1.19,12.56
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,3,62.85,0,2.76,86.1,-0.68,3.51,66.47,-0.59,19.46,89.53,-2.02,6.27,88.24,-1.19,12.64
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,4,85.13,-3.64,7.73,92.29,-2.21,8.36,87.13,-1.62,4.62,90.19,-2.69,7.69,83.4,-2.41,10.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,4,86.93,-3.82,7.81,92.19,-2.22,8.36,79.71,-0.78,3.08,89.88,-2.63,7.58,87.44,-2.91,11.31
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,4,87.64,-3.85,7.83,92.04,-2.27,8.52,80.76,-1.04,3.29,89.86,-2.6,7.69,88.89,-3.15,11.6
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,5,87.24,-2.78,5.36,81.41,0.24,1.96,80.79,-0.13,2.09,87.22,-1.32,5.85,88.34,-2.71,11.63
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,5,88.44,-2.95,5.5,81.82,0.14,2.09,70.17,0.88,1.32,87.63,-1.37,5.89,87.54,-2.61,11.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,5,88.96,-3.12,5.62,81.33,0.16,2.01,69.36,1.03,1.48,87.74,-1.39,5.88,87.54,-2.7,11.5
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,6,88,-1.83,2.13,83.44,0.34,2.47,63.61,1.1,1.59,92.77,-1.38,7.08,86.23,-1.85,14.07
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,6,88.28,-1.84,2.08,82.04,0.22,2.84,63.16,1.31,1.57,91.13,-1.31,5.68,80.19,-0.71,13.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,6,89.82,-2.02,2.5,85.34,-0.05,2.81,62.64,1.49,1.48,88.66,-1.11,5.26,80.73,-0.74,13.39
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,7,78.2,-0.55,2.51,86.47,0.31,9.77,87.25,-0.44,8.61,84.25,0.28,12.46,91.11,-2.25,8.9
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,7,78.13,-0.37,2.44,85.46,0.3,10.89,87.36,-0.71,6.31,84.56,0.33,13.45,93.47,-2.33,10.82
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,7,78.29,-0.42,2.49,85.05,0.24,11.48,86.91,-0.68,6.11,84.96,0.27,13.34,93.45,-2.29,10.77
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,8,88.57,-1.98,2.37,86.36,0.22,1.85,89.74,-0.57,2.53,93.59,-1.28,5.75,89.19,-2.36,11.63
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,8,88.72,-1.96,2.39,85.52,0.27,2,88.98,-0.53,2.4,93.63,-1.39,5.81,89.18,-2.39,11.62
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,8,88.57,-2,2.19,86.49,0.22,2.13,89.32,-0.53,2.43,93.6,-1.43,5.86,89.77,-2.33,11.63
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,9,81.29,-1.49,1.97,88.46,0.02,1.61,86.38,-1.86,8.64,89.78,-1.89,9.66,81.25,0.02,12.64
